signal_bar,entry_bar,exit_bar,entry_price,exit_price,direction,outcome,pnl,bars_held,sl_dist,kelly_w
100772,100773,100785,0.67369,0.6751507320808955,short,loss,-0.0014607320808954771,12,0.0014607320808955105,2.0
101753,101754,101754,0.69552,0.6977195938386737,short,loss,-0.0021995938386736302,0,0.002199593838673685,2.0
101754,101755,101771,0.69739,0.6997117657073398,short,loss,-0.0023217657073398845,16,0.0023217657073398464,2.0
101928,101929,101939,0.69377,0.6915898742508347,short,win,0.0021801257491652626,10,0.0018447217877552457,1.7836024480043464
101958,101959,101974,0.69219,0.6912063778371019,short,win,0.0009836221628980457,15,0.0021639687583757013,1.3762347575691247
102074,102075,102077,0.69347,0.6945935182031405,short,loss,-0.0011235182031404944,2,0.0011235182031404491,1.7704577988230321
102216,102217,102221,0.69438,0.6929487469708878,short,win,0.0014312530291121783,4,0.0012110602554025866,1.7704577988230321
102227,102228,102270,0.69018,0.6918966922014135,short,loss,-0.0017166922014134611,42,0.0017166922014134815,1.6025357986816182
102774,102775,102777,0.70424,0.7022008905195101,short,win,0.002039109480489909,2,0.0011371956718117069,1.6025357986816182
102777,102778,102789,0.7028,0.7040277111483128,short,loss,-0.0012277111483127712,11,0.001227711148312803,1.6025357986816182
102790,102791,102792,0.70173,0.7030858972557511,short,loss,-0.0013558972557511373,1,0.001355897255751154,1.6025357986816182
102792,102793,102836,0.70302,0.7005251651858654,short,win,0.0024948348141345944,43,0.0021110140734985263,1.7704577988230321
102838,102839,102839,0.70028,0.7010944299394114,short,loss,-0.0008144299394113874,0,0.0008144299394113545,1.6025357986816182
102839,102840,102843,0.70099,0.7022694234614367,short,loss,-0.001279423461436724,3,0.0012794234614366966,1.7704577988230321
102874,102875,102889,0.69923,0.7010815519516949,short,loss,-0.0018515519516948409,14,0.0018515519516948851,1.7704577988230321
102932,102933,102935,0.70127,0.7020370929098597,short,loss,-0.0007670929098597679,2,0.0007670929098597754,1.6025357986816182
102938,102939,102939,0.6998,0.7009742266226826,short,loss,-0.0011742266226826281,0,0.0011742266226826303,1.6025357986816182
102939,102940,102944,0.70117,0.6989251694656811,short,win,0.002244830534318898,4,0.001251924721062443,1.6025357986816182
102945,102946,102954,0.69973,0.701765504368047,short,loss,-0.002035504368047003,8,0.002035504368047043,1.7704577988230321
102958,102959,102961,0.70001,0.69767468281239,short,win,0.002335317187610042,2,0.001976037620285392,1.7704577988230321
102961,102962,102975,0.69722,0.6946612332867422,short,win,0.0025587667132577208,13,0.0021651102958334524,1.7704577988230321
102975,102976,102981,0.69435,0.6921914209494578,short,win,0.0021585790505421754,5,0.0012038229320331406,1.6025357986816182
102981,102982,103003,0.69329,0.6946532836642582,short,loss,-0.001363283664258197,21,0.0013632836642582039,1.6025357986816182
103033,103034,103053,0.69343,0.691418568404979,short,win,0.0020114315950210404,19,0.001121759927992509,1.6025357986816182
103053,103054,103055,0.6906599999999999,0.6917702690116037,short,loss,-0.001110269011603715,1,0.001110269011603737,1.6025357986816182
103089,103090,103094,0.69359,0.6912646125407599,short,win,0.002325387459240158,4,0.0019676355424340037,1.7704577988230321
103095,103096,103103,0.69086,0.6921132893128211,short,loss,-0.0012532893128210931,7,0.001253289312821073,1.6025357986816182
103166,103167,103173,0.68871,0.6897472975621821,short,loss,-0.0010372975621820713,6,0.0010372975621821125,1.6025357986816182
103273,103274,103281,0.68731,0.6884979791153969,short,loss,-0.00118797911539692,7,0.0011879791153968737,1.6025357986816182
103706,103707,103733,0.68559,0.6867331365178808,short,loss,-0.0011431365178807829,26,0.0011431365178808197,1.6025357986816182
103794,103795,103810,0.68887,0.6906330546100932,short,loss,-0.0017630546100931843,15,0.0017630546100931537,1.7704577988230321
103937,103938,103963,0.68597,0.683594407821909,short,win,0.002375592178091024,25,0.0013248494839353721,1.6025357986816182
103992,103993,103996,0.6811699999999999,0.6794313564669054,short,win,0.0017386435330944972,3,0.0009696281242257797,1.6025357986816182
104000,104001,104008,0.68202,0.6837520626250195,short,loss,-0.0017320626250195703,7,0.0017320626250195723,1.7704577988230321
104038,104039,104075,0.67787,0.679786197188748,short,loss,-0.0019161971887480256,36,0.0019161971887480438,1.6025357986816182
104159,104160,104167,0.67855,0.6800492622926724,short,loss,-0.0014992622926723875,7,0.001499262292672441,1.6025357986816182
104167,104168,104176,0.67962,0.6772830050311746,short,win,0.0023369949688254454,8,0.0013033241172296054,1.6025357986816182
104291,104292,104315,0.67813,0.6759126669358253,short,win,0.002217333064174709,23,0.0018762049004555352,1.7704577988230321
104353,104354,104360,0.67327,0.6719350079724558,short,win,0.0013349920275442795,6,0.0007445147845920162,1.6025357986816182
104455,104456,104467,0.67444,0.6729655473209438,short,win,0.0014744526790562151,11,0.0012476138053552324,1.7704577988230321
104468,104469,104476,0.67225,0.674118712724593,short,loss,-0.0018687127245929913,7,0.0018687127245930128,1.7704577988230321
104477,104478,104479,0.67374,0.6749248832690604,short,loss,-0.0011848832690604105,1,0.0011848832690604149,1.6025357986816182
104512,104513,104515,0.67317,0.6748502716229093,short,loss,-0.0016802716229092907,2,0.0016802716229093024,1.6025357986816182
104971,104972,104973,0.67397,0.6719414741463374,short,win,0.002028525853662533,1,0.0017164449530990432,1.7704577988230321
104973,104974,104976,0.6717299999999999,0.6729700028658555,short,loss,-0.0012400028658555717,2,0.0012400028658555672,1.6025357986816182
105035,105036,105038,0.66975,0.6707970496780783,short,loss,-0.0010470496780783378,2,0.0010470496780783203,1.6025357986816182
105061,105062,105069,0.6670699999999999,0.6689126884584595,short,loss,-0.0018426884584595848,7,0.0018426884584596106,1.7704577988230321
105076,105077,105083,0.66819,0.6692295545582339,short,loss,-0.0010395545582339016,6,0.0010395545582338535,1.6025357986816182
105092,105093,105100,0.66871,0.6701594208037696,short,loss,-0.00144942080376953,7,0.0014494208037695723,1.6025357986816182
105127,105128,105143,0.67079,0.6689527670495153,short,win,0.0018372329504846574,15,0.0015545817273331674,1.7704577988230321
105144,105145,105156,0.66905,0.6672855285385879,short,win,0.0017644714614121204,11,0.0014930143135025433,1.7704577988230321
105168,105169,105176,0.66795,0.6689295460383866,short,loss,-0.0009795460383865695,7,0.0009795460383865335,1.6025357986816182
105264,105265,105312,0.66958,0.66975,short,loss,-0.00017000000000000348,47,0.0017526957909690516,1.7704577988230321
105325,105326,105337,0.6674,0.6658023712942851,short,win,0.001597628705714893,11,0.0013518396740664189,1.7704577988230321
105337,105338,105340,0.66625,0.667487833763116,short,loss,-0.0012378337631160363,2,0.0012378337631160073,1.6025357986816182
