signal_bar,entry_bar,exit_bar,entry_price,exit_price,direction,outcome,pnl,bars_held,sl_dist,kelly_w
134853,134854,134871,4197.11,4184.1134568465595,long,loss,-12.996543153440143,17,12.996543153439918,1.566043393557437
134965,134966,134971,4190.2699999999995,4209.96453198625,long,win,19.694531986250695,5,19.694531986251132,1.4769866508894283
134972,134973,134978,4207.23,4190.367185985902,long,loss,-16.86281401409724,5,16.862814014097278,1.4769866508894283
135023,135024,135071,4102.110000000001,4065.0175370203115,short,win,37.09246297968912,47,28.662357757032584,1.0911996168884093
135352,135353,135358,4067.38,4045.8891768707163,short,win,21.490823129283854,5,21.49082312928383,1.9979376496007633
135360,135361,135374,4054.1000000000004,4072.6621103817533,short,loss,-18.562110381752973,13,18.562110381752966,1.0911996168884093
135438,135439,135443,4055.57,4036.778477403824,short,win,18.791522596176037,4,14.520722006136154,1.0911996168884093
135444,135445,135454,4035.6800000000003,4053.3362863338084,short,loss,-17.65628633380811,9,17.65628633380812,1.0911996168884093
135456,135457,135472,4049.1400000000003,4072.348414010434,short,loss,-23.2084140104339,15,23.20841401043389,1.9979376496007633
135507,135508,135514,4070.7,4053.1118058016195,long,loss,-17.58819419838028,6,17.588194198380116,1.4769866508894283
135563,135564,135568,4080.58,4070.719084185421,long,loss,-9.86091581457913,4,9.860915814579343,1.566043393557437
135568,135569,135570,4073.6,4087.989320534952,long,win,14.389320534952276,1,10.791990401214164,1.566043393557437
135570,135571,135584,4092.3199999999997,4108.2832406653415,long,win,15.9632406653418,13,11.972430499006032,1.566043393557437
135584,135585,135592,4112.67,4127.642265587425,long,win,14.972265587424772,7,11.229199190568497,1.566043393557437
135598,135599,135601,4129.04,4143.28727255935,long,win,14.247272559349767,2,10.685454419512151,1.566043393557437
135601,135602,135604,4143.69,4132.975195568633,long,loss,-10.714804431366247,2,10.714804431366119,1.566043393557437
135604,135605,135606,4135.38,4124.808489309144,long,loss,-10.571510690856485,1,10.571510690856856,1.566043393557437
135606,135607,135611,4128.19,4143.246294603774,long,win,15.056294603774404,4,11.292220952830657,1.566043393557437
135617,135618,135632,4143.13,4132.264509766442,long,loss,-10.865490233558376,14,10.865490233558711,1.566043393557437
135642,135643,135652,4137.29,4120.397477719997,long,loss,-16.892522280002595,9,16.892522280002147,1.4769866508894283
135700,135701,135703,4150.29,4163.619867362474,long,win,13.329867362474033,2,13.329867362473664,1.4769866508894283
135704,135705,135720,4161.5199999999995,4147.211119800613,long,loss,-14.308880199386294,15,14.308880199385866,1.4769866508894283
135755,135756,135803,4156.76,4149.65,long,loss,-7.110000000000582,47,17.563006800782837,1.4769866508894283
135856,135857,135864,4157.61,4165.103228691711,long,win,7.4932286917110105,7,7.493228691710595,1.4769866508894283
135865,135866,135866,4170.98,4178.099924997728,long,win,7.119924997728049,0,7.119924997728202,1.4769866508894283
135866,135867,135868,4179.07,4187.431358926462,long,win,8.361358926462344,1,6.271019194846428,1.566043393557437
