pnl_pip,outcome,sl_pip,tp_pip,entry_bar,exit_bar,direction
487.2843112799994,win,238.37915999999998,490.58431127999995,580,580,short
-350.6259600000006,loss,347.32596,714.79682568,699,699,short
180.40000000000117,win,204.78691200000003,421.451464896,883,898,long
369.4215646559989,win,181.10863199999997,372.7215646559999,979,983,short
397.0469547839995,win,194.53204800000023,400.34695478400045,1305,1307,long
536.0220648479997,win,262.0612559999998,539.3220648479994,1404,1411,long
435.45496425599976,win,213.19483199999996,438.7549642559999,1502,1503,short
427.4314808160004,win,209.29615199999992,430.7314808159998,1521,1527,short
296.5976541119987,win,145.72286399999982,299.8976541119996,1722,1729,long
-164.61758400000082,loss,161.31758400000015,331.9915878720003,1817,1819,long
-164.4242399999992,loss,161.12424000000013,331.59368592000027,1826,1829,short
59.000000000000185,win,147.95013599999984,304.4813798879997,1952,1967,short
84.00000000000018,win,145.16827199999983,298.75630377599964,1986,2001,long
-144.49072799999914,loss,141.19072800000006,290.5705182240001,2154,2155,long
300.35154489599944,win,147.54691200000002,303.651544896,2163,2164,long
382.67274676799997,win,187.547496,385.972746768,2193,2196,long
413.5180013760002,win,202.53547200000003,416.81800137600004,2201,2209,long
179.59999999999962,win,221.95636799999994,456.7862053439999,2305,2320,long
417.4551364799997,win,204.4485599999999,420.75513647999975,2342,2343,long
-293.16971999999924,loss,289.86972000000003,596.55188376,2723,2727,short
542.9199046079991,win,265.412976,546.219904608,2856,2861,long
-311.0107920000003,loss,307.71079199999986,633.2688099359996,3128,3129,short
484.7503041120005,win,237.14786400000008,488.0503041120001,3279,3282,long
-255.54777599999926,loss,252.24777599999996,519.1259230079999,3315,3318,long
-340.0823520000002,loss,336.78235199999966,693.0980804159992,3406,3412,long
926.7486928320016,win,451.918704,930.0486928319999,3567,3578,long
-480.690504,loss,477.390504,982.469657232,3659,3659,long
-687.0877680000019,loss,683.7877680000003,1407.2352265440002,3800,3800,long
-1106.1825119999964,loss,1102.8825120000004,2269.732209696,3870,3870,long
