pnl_pip,outcome,sl_pip,tp_pip,entry_bar,exit_bar,direction
-229.71599999999927,loss,226.41599999999997,465.96412799999985,584,584,short
-209.22662399999882,loss,205.92662399999995,423.79699219199983,716,723,long
-217.03670400000038,loss,213.736704,439.87013683199996,724,724,long
358.9792561920005,win,176.03462399999992,362.2792561919998,854,855,long
354.6887213279994,win,173.94981599999988,357.98872132799977,856,863,long
-158.83252799999883,loss,155.53252799999981,320.0859426239996,1004,1006,short
-161.2836720000003,loss,157.9836719999998,325.13039697599953,1011,1015,short
-161.73395999999985,loss,158.43395999999984,326.05708967999965,1016,1017,short
-166.4098320000001,loss,163.109832,335.680034256,1160,1160,short
-234.15400800000117,loss,230.85400800000008,475.0975484640001,1394,1395,short
-155.08267199999938,loss,151.78267200000022,312.36873897600043,1683,1691,long
-153.20520000000062,loss,149.90520000000012,308.50490160000027,1694,1695,short
-128.84385599999933,loss,125.54385599999993,258.36925564799986,1762,1762,long
-122.50929599999908,loss,119.20929599999995,245.3327311679999,1802,1803,long
254.7472692000012,win,125.38740000000013,258.04726920000024,1953,1958,short
-145.9140959999998,loss,142.61409600000016,293.4998095680003,1974,1977,short
-170.93815199999955,loss,167.63815199999996,344.99931681599986,2008,2014,long
230.57472561600133,win,113.6417520000002,233.87472561600038,2319,2322,short
267.3361539840009,win,131.5044479999999,270.6361539839998,2428,2438,long
-137.0647919999995,loss,133.76479199999994,275.28794193599987,2444,2449,long
264.39377375999965,win,130.0747200000001,267.69377376000017,2606,2610,long
273.41201207999956,win,134.4567600000001,276.71201208000014,2611,2611,long
-160.5128399999997,loss,157.21283999999991,323.5440247199998,2791,2797,long
329.5554539519996,win,161.73734399999978,332.8554539519995,2802,2812,long
-154.23170399999964,loss,150.9317039999999,310.61744683199976,2908,2912,long
255.35459323199956,win,125.68250400000001,258.654593232,2947,2952,short
-130.79764800000095,loss,127.49764799999998,262.39015958399995,2962,2968,short
-125.26444799999881,loss,121.9644479999999,251.0028339839998,2998,2998,long
-96.03643199999924,loss,92.73643200000002,190.85157705600002,3332,3338,short
-96.8568719999992,loss,93.55687199999991,192.5400425759998,3342,3344,short
-93.41102400000027,loss,90.11102399999999,185.44848739199995,3359,3367,long
174.6223813919998,win,86.45402399999988,177.92238139199972,3401,3408,long
-104.18868000000047,loss,100.88867999999985,207.62890343999965,3431,3440,short
202.99383768000024,win,100.23996,206.29383768,3794,3806,short
