entry_bar,exit_bar,pnl_pip,outcome,sl_pip,tp_pip,exit_kind,direction
3893,3897,58.70000000000046,win,307.89599999999876,307.89599999999876,0,long
4005,4009,38.70000000000046,win,307.89599999999876,307.89599999999876,0,long
4049,4053,56.20000000000046,win,307.89599999999876,307.89599999999876,0,long
4290,4294,-2.3000000000009093,loss,307.89599999999876,307.89599999999876,0,long
4339,4343,-142.7999999999982,loss,307.89599999999876,307.89599999999876,0,long
5982,5986,90.70000000000091,win,307.89599999999876,307.89599999999876,0,long
6697,6701,-257.3000000000009,loss,307.89599999999876,307.89599999999876,0,long
7163,7167,34.69999999999955,win,307.89599999999876,307.89599999999876,0,long
9107,9111,118.20000000000091,win,307.89599999999876,307.89599999999876,0,long
9853,9857,82.19999999999955,win,307.89599999999876,307.89599999999876,0,long
10458,10462,-18.799999999999546,loss,307.89599999999876,307.89599999999876,0,long
10551,10555,-30.300000000000455,loss,307.89599999999876,307.89599999999876,0,long
10591,10595,271.20000000000044,win,307.89599999999876,307.89599999999876,0,long
10690,10694,-23.3,loss,307.89599999999876,307.89599999999876,0,long
10734,10738,106.7,win,307.89599999999876,307.89599999999876,0,long
10830,10834,-56.79999999999909,loss,307.89599999999876,307.89599999999876,0,long
10878,10882,-61.79999999999909,loss,307.89599999999876,307.89599999999876,0,long
11288,11292,-171.60000000000156,loss,307.89599999999876,307.89599999999876,0,long
11521,11525,60.999999999998366,win,307.89599999999876,307.89599999999876,0,long
11653,11657,45.19999999999909,win,307.89599999999876,307.89599999999876,0,long
11702,11706,-43.599999999999724,loss,307.89599999999876,307.89599999999876,0,long
11748,11752,-4.099999999999272,loss,307.89599999999876,307.89599999999876,0,long
11760,11764,-51.899999999999,loss,307.89599999999876,307.89599999999876,0,long
11803,11807,43.09999999999873,win,307.89599999999876,307.89599999999876,0,long
11854,11858,21.399999999998,win,307.89599999999876,307.89599999999876,0,long
12378,12382,130.4999999999988,win,307.89599999999876,307.89599999999876,0,long
12413,12417,46.10000000000055,win,307.89599999999876,307.89599999999876,0,long
12741,12745,29.2,win,307.89599999999876,307.89599999999876,0,long
12793,12797,36.20000000000046,win,307.89599999999876,307.89599999999876,0,long
12841,12845,40.20000000000137,win,307.89599999999876,307.89599999999876,0,long
12881,12885,-15.100000000000637,loss,307.89599999999876,307.89599999999876,0,long
12921,12925,-22.399999999998546,loss,307.89599999999876,307.89599999999876,0,long
13535,13539,-156.29999999999956,loss,307.89599999999876,307.89599999999876,0,long
13675,13679,-21.199999999999637,loss,307.89599999999876,307.89599999999876,0,long
13719,13723,33.50000000000064,win,307.89599999999876,307.89599999999876,0,long
13963,13967,34.39999999999982,win,307.89599999999876,307.89599999999876,0,long
13994,13998,-173.00000000000028,loss,307.89599999999876,307.89599999999876,0,long
14092,14096,29.10000000000009,win,307.89599999999876,307.89599999999876,0,long
16055,16059,35.20000000000137,win,307.89599999999876,307.89599999999876,0,long
16094,16098,48.19999999999864,win,307.89599999999876,307.89599999999876,0,long
16141,16145,-24.799999999998636,loss,307.89599999999876,307.89599999999876,0,long
16281,16285,-52.400000000000816,loss,307.89599999999876,307.89599999999876,0,long
16320,16324,-15.400000000000365,loss,307.89599999999876,307.89599999999876,0,long
16374,16378,-21.30000000000182,loss,307.89599999999876,307.89599999999876,0,long
16511,16515,96.19999999999818,win,307.89599999999876,307.89599999999876,0,long
16555,16559,63.30000000000082,win,307.89599999999876,307.89599999999876,0,long
16599,16602,304.59599999999875,win,307.89599999999876,307.89599999999876,1,long
16751,16755,10.19999999999909,win,307.89599999999876,307.89599999999876,0,long
16789,16792,-311.1959999999988,loss,307.89599999999876,307.89599999999876,2,long
16931,16935,-4.29999999999909,loss,307.89599999999876,307.89599999999876,0,long
17218,17222,-20.70000000000009,loss,307.89599999999876,307.89599999999876,0,long
17256,17260,-52.59999999999836,loss,307.89599999999876,307.89599999999876,0,long
23641,23645,-13.200000000000092,loss,307.89599999999876,307.89599999999876,0,long
23651,23655,4.499999999999727,win,307.89599999999876,307.89599999999876,0,long
26809,26813,-42.200000000001,loss,307.89599999999876,307.89599999999876,0,long
27193,27197,110.49999999999882,win,307.89599999999876,307.89599999999876,0,long
27220,27224,4.100000000000091,win,307.89599999999876,307.89599999999876,0,long
27237,27241,94.2,win,307.89599999999876,307.89599999999876,0,long
27345,27349,-56.49999999999936,loss,307.89599999999876,307.89599999999876,0,long
27407,27411,85.89999999999846,win,307.89599999999876,307.89599999999876,0,long
27448,27452,-26.900000000001274,loss,307.89599999999876,307.89599999999876,0,long
27496,27500,-48.399999999999906,loss,307.89599999999876,307.89599999999876,0,long
27725,27729,-75.30000000000045,loss,307.89599999999876,307.89599999999876,0,long
27863,27867,-181.19999999999965,loss,307.89599999999876,307.89599999999876,0,long
28585,28589,-0.8999999999999089,loss,307.89599999999876,307.89599999999876,0,long
28801,28805,123.19999999999864,win,307.89599999999876,307.89599999999876,0,long
28969,28973,-99.69999999999872,loss,307.89599999999876,307.89599999999876,0,long
29120,29124,5.199999999999091,win,307.89599999999876,307.89599999999876,0,long
29126,29130,-44.30000000000136,loss,307.89599999999876,307.89599999999876,0,long
29369,29373,140.99999999999835,win,307.89599999999876,307.89599999999876,0,long
30136,30140,-1.099999999999727,loss,307.89599999999876,307.89599999999876,0,long
30560,30564,33.70000000000046,win,307.89599999999876,307.89599999999876,0,long
30598,30602,-54.20000000000145,loss,307.89599999999876,307.89599999999876,0,long
31286,31290,-15.600000000000183,loss,307.89599999999876,307.89599999999876,0,long
31663,31664,304.59599999999875,win,307.89599999999876,307.89599999999876,1,long
31745,31749,-41.099999999999724,loss,307.89599999999876,307.89599999999876,0,long
32077,32081,38.499999999998366,win,307.89599999999876,307.89599999999876,0,long
32117,32121,97.09999999999964,win,307.89599999999876,307.89599999999876,0,long
32544,32548,-1.6999999999991813,loss,307.89599999999876,307.89599999999876,0,long
32613,32617,-125.99999999999982,loss,307.89599999999876,307.89599999999876,0,long
45814,45818,73.19999999999864,win,307.89599999999876,307.89599999999876,0,long
45849,45853,21.09999999999827,win,307.89599999999876,307.89599999999876,0,long
45857,45861,-15.299999999998182,loss,307.89599999999876,307.89599999999876,0,long
46322,46326,61.89999999999982,win,307.89599999999876,307.89599999999876,0,long
47195,47199,-2.5999999999983627,loss,307.89599999999876,307.89599999999876,0,long
59857,59861,304.59599999999875,win,307.89599999999876,307.89599999999876,1,long
