entry_bar,exit_bar,pnl_pip,outcome,sl_pip,tp_pip,exit_kind,direction,t_entry,t_exit,src_card
20713,20721,118.20000000000091,win,307.89599999999876,307.89599999999876,0,long,1318840200000000000,1318847400000000000,XAUUSD-M30
20816,20820,-40.30000000000045,loss,160.52000000000058,160.52000000000058,0,long,1318932900000000000,1318936500000000000,XAUUSD-M15
22829,22837,82.19999999999955,win,307.89599999999876,307.89599999999876,0,long,1320744600000000000,1320751800000000000,XAUUSD-M30
22861,22865,8.700000000000454,win,160.52000000000058,160.52000000000058,0,long,1320773400000000000,1320777000000000000,XAUUSD-M15
22933,22937,3.700000000000455,win,160.52000000000058,160.52000000000058,0,long,1320838200000000000,1320841800000000000,XAUUSD-M15
23402,23406,29.70000000000182,win,160.52000000000058,160.52000000000058,0,long,1321260300000000000,1321263900000000000,XAUUSD-M15
23485,23489,-4.29999999999909,loss,160.52000000000058,160.52000000000058,0,long,1321335000000000000,1321338600000000000,XAUUSD-M15
24473,24481,-18.799999999999546,loss,307.89599999999876,307.89599999999876,0,long,1322224200000000000,1322231400000000000,XAUUSD-M30
24485,24489,69.69999999999955,win,160.52000000000058,160.52000000000058,0,long,1322235000000000000,1322238600000000000,XAUUSD-M15
24869,24877,-30.300000000000455,loss,307.89599999999876,307.89599999999876,0,long,1322580600000000000,1322587800000000000,XAUUSD-M30
24878,24882,28.199999999998635,win,160.52000000000058,160.52000000000058,0,long,1322588700000000000,1322592300000000000,XAUUSD-M15
24951,24959,271.20000000000044,win,307.89599999999876,307.89599999999876,0,long,1322654400000000000,1322661600000000000,XAUUSD-M30
25153,25161,-23.3,loss,307.89599999999876,307.89599999999876,0,long,1322836200000000000,1322843400000000000,XAUUSD-M30
25437,25445,106.7,win,307.89599999999876,307.89599999999876,0,long,1323091800000000000,1323099000000000000,XAUUSD-M30
25536,25540,-29.29999999999909,loss,160.52000000000058,160.52000000000058,0,long,1323180900000000000,1323184500000000000,XAUUSD-M15
25633,25641,-56.79999999999909,loss,307.89599999999876,307.89599999999876,0,long,1323268200000000000,1323275400000000000,XAUUSD-M30
25731,25739,-61.79999999999909,loss,307.89599999999876,307.89599999999876,0,long,1323356400000000000,1323363600000000000,XAUUSD-M30
26882,26886,13.200000000000909,win,160.52000000000058,160.52000000000058,0,long,1324392300000000000,1324395900000000000,XAUUSD-M15
26967,26975,-171.60000000000156,loss,307.89599999999876,307.89599999999876,0,long,1324468800000000000,1324476000000000000,XAUUSD-M30
26976,26980,41.600000000000094,win,160.52000000000058,160.52000000000058,0,long,1324476900000000000,1324480500000000000,XAUUSD-M15
27033,27037,10.900000000000727,win,160.52000000000058,160.52000000000058,0,long,1324528200000000000,1324531800000000000,XAUUSD-M15
27075,27079,-48.00000000000027,loss,160.52000000000058,160.52000000000058,0,long,1324566000000000000,1324569600000000000,XAUUSD-M15
27111,27115,15.699999999998635,win,160.52000000000058,160.52000000000058,0,long,1324598400000000000,1324602000000000000,XAUUSD-M15
27673,27677,-42.400000000000816,loss,160.52000000000058,160.52000000000058,0,long,1325104200000000000,1325107800000000000,XAUUSD-M15
27722,27726,24.2,win,160.52000000000058,160.52000000000058,0,long,1325148300000000000,1325151900000000000,XAUUSD-M15
27735,27743,60.999999999998366,win,307.89599999999876,307.89599999999876,0,long,1325160000000000000,1325167200000000000,XAUUSD-M30
27828,27832,39.100000000000094,win,160.52000000000058,160.52000000000058,0,long,1325243700000000000,1325247300000000000,XAUUSD-M15
28189,28193,2.200000000001819,win,160.52000000000058,160.52000000000058,0,long,1325568600000000000,1325572200000000000,XAUUSD-M15
28195,28199,4.299999999999909,win,160.52000000000058,160.52000000000058,0,long,1325574000000000000,1325577600000000000,XAUUSD-M15
28216,28220,-7.7000000000005455,loss,160.52000000000058,160.52000000000058,0,long,1325592900000000000,1325596500000000000,XAUUSD-M15
28223,28227,19.499999999999726,win,160.52000000000058,160.52000000000058,0,long,1325599200000000000,1325602800000000000,XAUUSD-M15
28271,28275,-1.800000000001364,loss,160.52000000000058,160.52000000000058,0,long,1325642400000000000,1325646000000000000,XAUUSD-M15
28277,28281,6.500000000000182,win,160.52000000000058,160.52000000000058,0,long,1325647800000000000,1325651400000000000,XAUUSD-M15
28283,28287,-50.50000000000027,loss,160.52000000000058,160.52000000000058,0,long,1325653200000000000,1325656800000000000,XAUUSD-M15
28295,28303,45.19999999999909,win,307.89599999999876,307.89599999999876,0,long,1325664000000000000,1325671200000000000,XAUUSD-M30
28308,28312,-43.900000000001725,loss,160.52000000000058,160.52000000000058,0,long,1325675700000000000,1325679300000000000,XAUUSD-M15
28395,28403,-43.599999999999724,loss,307.89599999999876,307.89599999999876,0,long,1325754000000000000,1325761200000000000,XAUUSD-M30
28405,28409,-51.19999999999963,loss,160.52000000000058,160.52000000000058,0,long,1325763000000000000,1325766600000000000,XAUUSD-M15
28489,28497,-4.099999999999272,loss,307.89599999999876,307.89599999999876,0,long,1325838600000000000,1325845800000000000,XAUUSD-M30
28513,28521,-51.899999999999,loss,307.89599999999876,307.89599999999876,0,long,1325860200000000000,1325867400000000000,XAUUSD-M30
28795,28803,43.09999999999873,win,307.89599999999876,307.89599999999876,0,long,1326114000000000000,1326121200000000000,XAUUSD-M30
28807,28811,-77.80000000000045,loss,160.52000000000058,160.52000000000058,0,long,1326124800000000000,1326128400000000000,XAUUSD-M15
28901,28909,21.399999999998,win,307.89599999999876,307.89599999999876,0,long,1326209400000000000,1326216600000000000,XAUUSD-M30
29003,29007,29.599999999999635,win,160.52000000000058,160.52000000000058,0,long,1326301200000000000,1326304800000000000,XAUUSD-M15
