entry_bar,exit_bar,outcome,pnl_pip,sl_pip,tp_pip,direction,t_entry,t_exit,src_card
1350,1352,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1326952800000000000,1326996000000000000,XAUUSD-H6
1356,1375,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1327082400000000000,1327492800000000000,XAUUSD-H6
1377,1384,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1327536000000000000,1327687200000000000,XAUUSD-H6
1398,1408,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1327989600000000000,1328205600000000000,XAUUSD-H6
1489,1515,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1329955200000000000,1330516800000000000,XAUUSD-H6
2112,2131,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1343412000000000000,1343822400000000000,XAUUSD-H6
2210,2216,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1345528800000000000,1345658400000000000,XAUUSD-H6
2217,2251,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1345680000000000000,1346414400000000000,XAUUSD-H6
2252,2279,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1346436000000000000,1347019200000000000,XAUUSD-H6
2280,2304,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1347040800000000000,1347559200000000000,XAUUSD-H6
