entry_bar,exit_bar,outcome,pnl_pip,sl_pip,tp_pip,direction,t_entry,t_exit,src_card
20333,20336,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1736985600000000000,1737050400000000000,XAUUSD-H6
20354,20356,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1737439200000000000,1737482400000000000,XAUUSD-H6
20366,20377,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1737698400000000000,1737936000000000000,XAUUSD-H6
20391,20405,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1738238400000000000,1738540800000000000,XAUUSD-H6
20408,20411,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1738605600000000000,1738670400000000000,XAUUSD-H6
20434,20437,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1739167200000000000,1739232000000000000,XAUUSD-H6
20446,20450,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1739426400000000000,1739512800000000000,XAUUSD-H6
20468,20472,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1739901600000000000,1739988000000000000,XAUUSD-H6
20473,20475,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1740009600000000000,1740052800000000000,XAUUSD-H6
20560,20577,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1741888800000000000,1742256000000000000,XAUUSD-H6
20585,20587,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1742428800000000000,1742472000000000000,XAUUSD-H6
20616,20618,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1743098400000000000,1743141600000000000,XAUUSD-H6
20632,20634,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1743444000000000000,1743487200000000000,XAUUSD-H6
20672,20673,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1744308000000000000,1744329600000000000,XAUUSD-H6
20693,20694,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1744761600000000000,1744783200000000000,XAUUSD-H6
20713,20715,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1745193600000000000,1745236800000000000,XAUUSD-H6
20924,20925,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1749751200000000000,1749772800000000000,XAUUSD-H6
21080,21083,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1753120800000000000,1753185600000000000,XAUUSD-H6
21084,21087,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1753207200000000000,1753272000000000000,XAUUSD-H6
21228,21232,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1756317600000000000,1756404000000000000,XAUUSD-H6
21236,21245,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1756490400000000000,1756684800000000000,XAUUSD-H6
21246,21249,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1756706400000000000,1756771200000000000,XAUUSD-H6
21252,21255,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1756836000000000000,1756900800000000000,XAUUSD-H6
21264,21274,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1757095200000000000,1757311200000000000,XAUUSD-H6
21275,21279,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1757332800000000000,1757419200000000000,XAUUSD-H6
21283,21286,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1757505600000000000,1757570400000000000,XAUUSD-H6
21292,21301,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1757700000000000000,1757894400000000000,XAUUSD-H6
21304,21307,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1757959200000000000,1758024000000000000,XAUUSD-H6
21330,21332,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1758520800000000000,1758564000000000000,XAUUSD-H6
21358,21361,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1759125600000000000,1759190400000000000,XAUUSD-H6
21364,21366,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1759255200000000000,1759298400000000000,XAUUSD-H6
21367,21368,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1759320000000000000,1759341600000000000,XAUUSD-H6
21370,21371,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1759384800000000000,1759406400000000000,XAUUSD-H6
21376,21385,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1759514400000000000,1759708800000000000,XAUUSD-H6
21392,21393,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1759860000000000000,1759881600000000000,XAUUSD-H6
21414,21415,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1760335200000000000,1760356800000000000,XAUUSD-H6
21420,21421,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1760464800000000000,1760486400000000000,XAUUSD-H6
21424,21425,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1760551200000000000,1760572800000000000,XAUUSD-H6
21444,21445,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1760983200000000000,1761004800000000000,XAUUSD-H6
21609,21610,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1764547200000000000,1764568800000000000,XAUUSD-H6
21652,21654,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1765476000000000000,1765519200000000000,XAUUSD-H6
21665,21666,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1765756800000000000,1765778400000000000,XAUUSD-H6
21677,21679,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1766016000000000000,1766059200000000000,XAUUSD-H6
21684,21693,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1766167200000000000,1766361600000000000,XAUUSD-H6
21701,21703,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1766534400000000000,1766577600000000000,XAUUSD-H6
21710,21711,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1766728800000000000,1766750400000000000,XAUUSD-H6
21777,21778,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1768176000000000000,1768197600000000000,XAUUSD-H6
21786,21787,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1768370400000000000,1768392000000000000,XAUUSD-H6
21805,21809,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1768780800000000000,1768867200000000000,XAUUSD-H6
21810,21811,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1768888800000000000,1768910400000000000,XAUUSD-H6
21820,21821,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1769104800000000000,1769126400000000000,XAUUSD-H6
21824,21833,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1769191200000000000,1769385600000000000,XAUUSD-H6
21838,21839,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1769493600000000000,1769515200000000000,XAUUSD-H6
21840,21841,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1769536800000000000,1769558400000000000,XAUUSD-H6
22600,22601,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1785952800000000000,1785974400000000000,XAUUSD-H6
22606,22607,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1786082400000000000,1786104000000000000,XAUUSD-H6
