signal_bar,entry_bar,exit_bar,direction,entry_price,exit_price,outcome,pnl_pip,sl_pip,bars_held,bar_dt
2034,2035,2038,long,1385.3,1385.25,loss,-3.799999999999545,80.0,3,2011-01-12 07:50:00
2173,2174,2186,long,1386.5,1386.5500000000002,loss,-2.799999999998181,80.0,12,2011-01-12 19:25:00
2262,2263,2267,long,1386.85,1386.6000000000001,loss,-5.799999999997726,80.0,4,2011-01-13 03:45:00
2391,2392,2396,long,1385.95,1392.2,win,59.2,80.0,4,2011-01-13 14:30:00
2808,2809,2813,long,1365.3,1365.0,loss,-6.299999999999545,80.0,4,2011-01-17 03:35:00
3010,3011,3013,long,1361.65,1361.8500000000001,loss,-1.299999999999545,80.0,2,2011-01-18 01:00:00
3059,3060,3062,long,1364.1,1363.6000000000001,loss,-8.299999999997727,80.0,2,2011-01-18 05:10:00
3107,3108,3110,long,1366.7,1367.1000000000001,win,0.7000000000009097,80.0,2,2011-01-18 09:10:00
3156,3157,3159,long,1368.35,1368.2,loss,-4.799999999998636,80.0,2,2011-01-18 13:15:00
3290,3291,3297,long,1369.1,1372.0,win,25.70000000000091,80.0,6,2011-01-19 01:20:00
3338,3339,3358,long,1372.85,1374.2,win,10.200000000001364,80.0,19,2011-01-19 05:20:00
3387,3388,3390,long,1373.65,1373.45,loss,-5.300000000000455,80.0,2,2011-01-19 09:25:00
3435,3436,3438,long,1374.35,1374.3000000000002,loss,-3.7999999999972713,80.0,2,2011-01-19 13:25:00
3615,3616,3618,long,1370.55,1370.15,loss,-7.299999999998636,80.0,2,2011-01-20 05:20:00
3950,3951,3962,long,1349.9,1341.9,loss,-83.3,80.0,11,2011-01-21 10:10:00
4146,4147,4150,long,1349.35,1349.45,loss,-2.2999999999986356,80.0,3,2011-01-24 14:00:00
4475,4476,4478,long,1331.3,1332.6000000000001,win,9.700000000001818,80.0,2,2011-01-25 18:15:00
4526,4527,4553,long,1333.9,1333.45,loss,-7.800000000000455,80.0,26,2011-01-25 22:30:00
4574,4575,4577,long,1334.65,1334.3000000000002,loss,-6.79999999999909,80.0,2,2011-01-26 03:20:00
4626,4627,4629,long,1334.4,1333.9,loss,-8.3,80.0,2,2011-01-26 07:40:00
4684,4685,4689,long,1336.75,1336.5500000000002,loss,-5.299999999998181,80.0,4,2011-01-26 12:30:00
4765,4766,4778,long,1334.7,1336.1000000000001,win,10.700000000000909,80.0,12,2011-01-26 19:15:00
4823,4824,4826,long,1344.9,1344.5,loss,-7.300000000000909,80.0,2,2011-01-27 01:00:00
5211,5212,5215,long,1317.4,1317.0500000000002,loss,-6.79999999999909,80.0,3,2011-01-28 10:20:00
5259,5260,5276,long,1317.75,1317.5500000000002,loss,-5.299999999998181,80.0,16,2011-01-28 14:20:00
5312,5313,5315,long,1341.3,1342.8500000000001,win,12.200000000001818,80.0,2,2011-01-28 18:45:00
5361,5362,5366,long,1336.8,1343.5500000000002,win,64.20000000000228,80.0,4,2011-01-28 22:50:00
5655,5656,5659,long,1333.6,1334.8500000000001,win,9.200000000002273,80.0,3,2011-02-01 01:15:00
5703,5704,5706,long,1339.3,1339.0,loss,-6.299999999999545,80.0,2,2011-02-01 05:15:00
5775,5776,5789,long,1338.85,1338.3000000000002,loss,-8.799999999997272,80.0,13,2011-02-01 11:15:00
5866,5867,5869,long,1342.05,1341.65,loss,-7.299999999998636,80.0,2,2011-02-01 18:50:00
5914,5915,5917,long,1341.45,1341.3500000000001,loss,-4.29999999999909,80.0,2,2011-02-01 22:50:00
5968,5969,5974,long,1342.4,1342.15,loss,-5.8,80.0,5,2011-02-02 04:15:00
6221,6222,6225,long,1335.45,1335.4,loss,-3.799999999999545,80.0,3,2011-02-03 02:15:00
6368,6369,6371,long,1334.5,1335.5,win,6.7,80.0,2,2011-02-03 14:35:00
6416,6417,6419,long,1350.9,1353.5500000000002,win,23.20000000000091,80.0,2,2011-02-03 18:35:00
6465,6466,6471,long,1353.35,1354.15,win,4.700000000001819,80.0,5,2011-02-03 22:40:00
6542,6543,6545,long,1352.35,1351.8500000000001,loss,-8.299999999997727,80.0,2,2011-02-04 06:00:00
6651,6652,6654,long,1352.4,1353.75,win,10.19999999999909,80.0,2,2011-02-04 15:05:00
6779,6780,6785,long,1348.15,1347.8000000000002,loss,-6.79999999999909,80.0,5,2011-02-07 02:45:00
6827,6828,6832,long,1347.75,1348.0,loss,-0.7999999999999998,80.0,4,2011-02-07 06:45:00
6875,6876,6878,long,1348.75,1348.6000000000001,loss,-4.799999999998636,80.0,2,2011-02-07 10:45:00
6923,6924,6971,long,1352.25,1348.95,loss,-36.29999999999954,80.0,47,2011-02-07 14:45:00
6993,6994,7002,long,1350.55,1350.5500000000002,loss,-3.299999999997726,80.0,8,2011-02-07 20:35:00
7094,7095,7105,long,1351.6,1351.25,loss,-6.79999999999909,80.0,10,2011-02-08 06:00:00
7143,7144,7148,long,1355.35,1356.25,win,5.70000000000091,80.0,4,2011-02-08 10:05:00
7196,7197,7199,long,1362.0,1361.75,loss,-5.8,80.0,2,2011-02-08 14:30:00
7244,7245,7247,long,1365.1,1366.0500000000002,win,6.200000000002729,80.0,2,2011-02-08 18:30:00
7292,7293,7295,long,1363.85,1363.95,loss,-2.2999999999986356,80.0,2,2011-02-08 22:30:00
7379,7380,7382,long,1364.05,1363.65,loss,-7.299999999998636,80.0,2,2011-02-09 06:40:00
7464,7465,7467,long,1364.45,1364.9,win,1.200000000000455,80.0,2,2011-02-09 13:45:00
7586,7587,7634,long,1364.05,1362.2,loss,-21.79999999999909,80.0,47,2011-02-10 00:50:00
7639,7640,7642,long,1363.25,1363.3000000000002,loss,-2.799999999998181,80.0,2,2011-02-10 05:15:00
7779,7780,7785,long,1362.15,1363.45,win,9.699999999999545,80.0,5,2011-02-10 16:55:00
7837,7838,7840,long,1360.9,1361.6000000000001,win,3.700000000000455,80.0,2,2011-02-10 21:45:00
7894,7895,7942,long,1365.2,1362.25,loss,-32.80000000000045,80.0,47,2011-02-11 03:25:00
8027,8028,8030,long,1367.25,1367.4,loss,-1.7999999999990903,80.0,2,2011-02-11 14:30:00
8208,8209,8213,long,1359.15,1358.65,loss,-8.3,80.0,4,2011-02-14 06:35:00
8258,8259,8301,long,1359.25,1358.8000000000002,loss,-7.799999999998181,80.0,42,2011-02-14 10:45:00
8306,8307,8311,long,1361.25,1363.8500000000001,win,22.700000000001364,80.0,4,2011-02-14 14:45:00
8356,8357,8362,long,1364.45,1364.15,loss,-6.299999999999545,80.0,5,2011-02-14 18:55:00
8428,8429,8431,long,1362.65,1362.3500000000001,loss,-6.299999999999545,80.0,2,2011-02-15 01:50:00
8477,8478,8484,long,1364.3,1364.8500000000001,win,2.200000000001819,80.0,6,2011-02-15 05:55:00
8527,8528,8533,long,1365.2,1371.0,win,54.69999999999955,80.0,5,2011-02-15 10:05:00
8575,8576,8578,long,1372.9,1374.5500000000002,win,13.200000000000909,80.0,2,2011-02-15 14:05:00
8639,8640,8646,long,1373.45,1374.45,win,6.7,80.0,6,2011-02-15 19:25:00
8715,8716,8725,long,1372.45,1372.5500000000002,loss,-2.2999999999986356,80.0,9,2011-02-16 02:40:00
8763,8764,8771,long,1373.65,1373.65,loss,-3.3,80.0,7,2011-02-16 06:40:00
8812,8813,8815,long,1376.2,1376.25,loss,-2.8000000000004546,80.0,2,2011-02-16 10:45:00
