signal_bar,entry_bar,exit_bar,direction,entry_price,exit_price,outcome,pnl_pip,sl_pip,bars_held
9422,9423,9423,long,1418.7,1417.8429142857146,loss,-11.870857142854039,8.570857142854718,0
15181,15182,15197,long,1448.05,1452.4061,win,40.2609999999997,26.92400000000044,15
19176,19177,19179,long,1571.25,1575.5620000000004,win,39.82000000000353,26.651428571430777,2
29441,29442,29448,short,1488.2,1489.9020571428575,loss,-20.32057142857484,17.020571428574954,6
29554,29555,29556,long,1584.15,1583.4413142857147,loss,-10.38685714285366,7.086857142853177,1
32605,32606,32609,long,1634.45,1636.5912999999998,win,18.112999999997736,13.234857142856262,3
38284,38285,38292,long,1912.35,1916.0887,win,34.08700000000108,23.10800000000088,7
41521,41522,41522,short,1606.55,1610.9383999999998,loss,-47.18399999999819,43.88399999999824,0
48069,48070,48073,long,1755.8,1750.5242285714282,loss,-56.057714285717154,52.75771428571781,3
54225,54226,54230,short,1664.5,1659.0316000000012,win,51.383999999988376,33.79885714285009,4
62246,62247,62248,long,1747.94,1745.8963200000005,loss,-23.7367999999954,20.43679999999436,1
67792,67793,67794,short,1685.04,1687.269634285716,loss,-25.596342857159744,22.296342857159075,1
72650,72651,72651,short,1625.91,1622.4584399999999,win,31.215600000001995,21.333257142857846,0
77992,77993,77997,short,1610.83,1613.7022971428562,loss,-32.022971428562684,28.722971428561554,4
95323,95324,95324,long,1635.86,1634.6249485714293,loss,-15.65051428570614,12.350514285705119,0
97427,97428,97428,long,1693.77,1692.7196914285717,loss,-13.803085714283316,10.5030857142836,0
101975,101976,101977,long,1789.83,1787.1503200000022,loss,-30.096799999976884,26.79679999997673,1
107481,107482,107482,short,1696.45,1694.5184200000037,win,16.01579999996302,11.938628571406007,0
114821,114822,114824,short,1672.5,1667.5676599999927,win,46.02340000007344,30.48560000004513,2
117114,117115,117123,short,1631.15,1633.765474285714,loss,-29.454742857138445,26.154742857138626,8
124007,124008,124008,short,1621.61,1622.8941142857132,loss,-16.141142857132582,12.84114285713228,0
131348,131349,131349,short,1560.51,1556.9427999999948,win,32.37200000005187,22.04800000003173,0
142857,142858,142858,short,1332.96,1329.754420000001,win,28.75579999999145,19.812914285709347,0
144947,144948,144949,short,1220.68,1223.9793257142824,loss,-36.29325714282304,32.99325714282259,1
151662,151663,151663,long,1351.96,1356.5219000000018,win,42.319000000017425,28.196000000010574,0
159189,159190,159192,short,1291.3,1296.5775885714254,loss,-56.0758857142544,52.77588571425328,2
167517,167518,167519,short,1251.07,1245.910299999992,win,48.29700000007888,31.8908571429065,1
169257,169258,169270,short,1226.97,1223.2263999999932,win,34.136000000068364,23.138285714328024,12
177437,177438,177443,long,1270.36,1272.3249000000017,win,16.34900000001762,12.144571428582005,5
180091,180092,180092,long,1280.19,1279.5013028571432,loss,-10.186971428568814,6.886971428568607,0
183336,183337,183337,long,1347.48,1346.6762171428543,loss,-11.33782857145734,8.037828571457482,0
188107,188108,188108,short,1282.19,1282.8108571428606,loss,-9.508571428605865,6.208571428606684,0
197176,197177,197192,short,1268.07,1266.86,win,8.800000000000363,18.056342857176702,15
198012,198013,198013,short,1240.96,1241.9418628571407,loss,-13.118628571406408,9.818628571406007,0
201125,201126,201130,long,1316.81,1321.161200000008,win,40.21200000008021,26.893714285763643,4
202791,202792,202792,long,1331.08,1330.5106285714305,loss,-8.993714285694114,5.69371428569313,0
208155,208156,208156,short,1280.21,1281.2294171428616,loss,-13.494171428615847,10.194171428616558,0
213147,213148,213148,short,1268.88,1269.6450171428576,loss,-10.950171428574595,7.650171428574248,0
218459,218460,218460,short,1201.91,1199.8715999999956,win,17.08400000004458,12.598857142885349,0
223669,223670,223670,short,1153.24,1154.1855200000027,loss,-12.755200000027163,9.455200000026796,0
227858,227859,227861,long,1211.63,1216.342819999997,win,43.82819999996782,29.12879999998026,2
234190,234191,234193,long,1238.52,1240.1654199999866,win,13.154199999866432,10.16994285705965,2
242907,242908,242908,short,1184.04,1185.331988571426,loss,-16.219885714261455,12.91988571426033,0
247532,247533,247536,long,1223.75,1221.5203657142858,loss,-25.596342857141554,22.296342857141447,3
251877,251878,251878,short,1172.8,1174.0392914285692,loss,-15.692914285692314,12.39291428569172,0
253961,253962,253970,long,1224.97,1222.5707657142866,loss,-27.29234285713419,23.992342857134393,8
