time,open,high,low,close,volume
1294012800,1418.65,1423.8,1412.8,1413.85,17713.0
1294099200,1415.2,1417.1,1374.65,1381.15,26224.0
1294185600,1381.6,1384.7,1363.85,1378.45,26788.0
1294272000,1377.35,1379.75,1364.55,1370.9,25530.0
1294358400,1371.3,1378.75,1352.7,1369.0,28870.0
1294617600,1370.1,1375.9,1365.4,1375.4,22041.0
1294704000,1374.4,1386.65,1372.65,1381.05,23375.0
1294790400,1381.3,1388.75,1376.55,1387.9,22809.0
1294876800,1386.0,1393.0,1369.45,1373.3,24234.0
1294963200,1372.75,1377.9,1354.9,1361.75,26905.0
1295222400,1361.45,1365.6,1357.1,1361.0,12692.0
1295308800,1361.0,1376.15,1360.2,1367.55,22074.0
1295395200,1366.75,1379.05,1365.6,1369.55,22732.0
1295481600,1367.75,1371.1,1343.15,1346.0,19793.0
1295568000,1347.15,1350.1,1337.65,1342.45,24676.0
1295827200,1349.2,1350.4,1332.4,1333.8,15250.0
1295913600,1335.15,1338.4,1322.55,1331.9,28019.0
1296000000,1332.4,1346.6,1324.9,1345.85,26411.0
1296086400,1343.8,1347.75,1310.2,1314.45,29804.0
1296172800,1314.3,1346.85,1308.15,1336.4,34770.0
1296432000,1339.85,1345.5,1322.95,1332.2,31759.0
1296518400,1332.2,1342.85,1325.35,1341.75,22420.0
1296604800,1341.9,1342.85,1326.55,1334.75,24121.0
1296691200,1335.1,1355.9,1324.75,1354.7,19602.0
1296777600,1351.55,1358.25,1345.0,1348.6,22421.0
1297036800,1343.9,1353.25,1343.3,1351.75,19417.0
1297123200,1351.25,1368.0,1348.35,1363.8,15706.0
1297209600,1362.85,1366.9,1357.85,1363.5,20281.0
1297296000,1363.2,1366.05,1350.95,1363.1,20599.0
1297382400,1363.0,1368.4,1354.0,1356.6,21898.0
1297641600,1357.3,1366.7,1353.95,1361.6,17967.0
1297728000,1361.4,1376.55,1360.7,1373.25,18494.0
1297814400,1372.9,1381.95,1367.9,1374.5,21528.0
1297900800,1375.15,1384.8,1374.15,1384.0,15500.0
1297987200,1383.95,1391.8,1381.55,1389.9,20086.0
