time,open,high,low,close,volume
1576274400,96.729,96.784,96.727,96.757,87.0
1576465200,96.692,96.702,96.667,96.672,51.0
1576468800,96.669,96.672,96.632,96.647,59.0
1576472400,96.644,96.647,96.621,96.627,36.0
1576476000,96.629,96.647,96.621,96.632,50.0
1576479600,96.634,96.637,96.607,96.612,39.0
1576483200,96.614,96.621,96.532,96.534,99.0
1576486800,96.537,96.567,96.496,96.544,136.0
1576490400,96.547,96.662,96.537,96.637,161.0
1576494000,96.642,96.692,96.629,96.632,117.0
1576497600,96.627,96.637,96.552,96.577,121.0
1576501200,96.572,96.589,96.542,96.542,65.0
1576504800,96.547,96.557,96.517,96.519,53.0
1576508400,96.517,96.557,96.492,96.499,113.0
1576512000,96.502,96.562,96.502,96.539,84.0
1576515600,96.537,96.652,96.482,96.644,234.0
1576519200,96.647,96.657,96.592,96.649,129.0
1576522800,96.647,96.657,96.602,96.621,85.0
1576526400,96.619,96.637,96.579,96.587,85.0
1576530000,96.584,96.612,96.567,96.567,74.0
1576533600,96.569,96.602,96.567,96.602,38.0
1576537200,96.607,96.637,96.602,96.604,68.0
1576551600,96.704,96.712,96.677,96.702,69.0
1576555200,96.697,96.697,96.662,96.667,41.0
1576558800,96.662,96.662,96.629,96.637,42.0
1576562400,96.642,96.647,96.617,96.632,51.0
1576566000,96.627,96.647,96.617,96.644,44.0
1576569600,96.642,96.697,96.642,96.657,96.0
1576573200,96.652,96.712,96.652,96.699,74.0
1576576800,96.702,96.857,96.682,96.787,266.0
1576580400,96.782,96.822,96.717,96.727,156.0
1576584000,96.732,96.746,96.652,96.654,111.0
1576587600,96.657,96.677,96.602,96.637,131.0
1576591200,96.639,96.667,96.572,96.609,161.0
1576594800,96.607,96.782,96.597,96.767,211.0
1576598400,96.762,96.772,96.712,96.737,96.0
1576602000,96.732,96.737,96.672,96.699,98.0
1576605600,96.702,96.789,96.687,96.767,140.0
1576609200,96.764,96.772,96.702,96.712,89.0
1576612800,96.707,96.767,96.707,96.754,74.0
1576616400,96.752,96.782,96.722,96.764,109.0
1576620000,96.762,96.782,96.749,96.767,62.0
1576623600,96.769,96.772,96.712,96.712,64.0
1576638000,96.774,96.832,96.772,96.817,78.0
1576641600,96.819,96.871,96.809,96.849,95.0
1576645200,96.847,96.882,96.847,96.857,61.0
1576648800,96.859,96.877,96.847,96.867,53.0
1576652400,96.869,96.887,96.847,96.847,59.0
1576656000,96.852,96.862,96.812,96.819,68.0
1576659600,96.822,96.912,96.812,96.897,126.0
1576663200,96.892,96.912,96.839,96.887,142.0
1576666800,96.879,96.904,96.792,96.849,195.0
1576670400,96.852,96.862,96.827,96.852,71.0
1576674000,96.849,96.914,96.819,96.887,153.0
1576677600,96.892,96.937,96.882,96.937,66.0
1576681200,96.947,97.032,96.944,96.962,162.0
1576684800,96.957,96.964,96.892,96.962,140.0
1576688400,96.959,96.964,96.842,96.904,190.0
1576692000,96.907,96.987,96.882,96.982,136.0
1576695600,96.984,96.987,96.944,96.947,50.0
1576699200,96.949,96.967,96.932,96.959,61.0
1576702800,96.957,96.957,96.922,96.952,66.0
1576706400,96.954,96.962,96.919,96.919,52.0
1576710000,96.922,96.967,96.919,96.957,62.0
1576724400,96.974,96.979,96.914,96.922,79.0
1576728000,96.924,96.927,96.907,96.917,34.0
1576731600,96.912,96.917,96.877,96.892,61.0
1576735200,96.897,96.917,96.892,96.917,31.0
1576738800,96.912,96.917,96.897,96.912,41.0
1576742400,96.917,96.927,96.882,96.882,56.0
1576746000,96.884,96.894,96.852,96.892,77.0
1576749600,96.889,96.902,96.847,96.887,109.0
1576753200,96.882,96.892,96.822,96.839,98.0
1576756800,96.837,96.874,96.797,96.797,115.0
1576760400,96.802,96.937,96.802,96.912,161.0
1576764000,96.917,96.987,96.832,96.972,256.0
1576767600,96.967,97.037,96.947,96.977,171.0
1576771200,96.979,97.017,96.924,96.942,150.0
1576774800,96.937,97.047,96.917,96.996,202.0
1576778400,97.002,97.037,96.897,96.909,188.0
1576782000,96.912,96.942,96.887,96.907,106.0
1576785600,96.902,96.917,96.887,96.909,54.0
1576789200,96.907,96.952,96.907,96.947,51.0
1576792800,96.944,96.957,96.922,96.952,63.0
1576796400,96.954,97.007,96.952,96.966,99.0
1576810800,96.989,97.007,96.982,96.992,48.0
1576814400,96.996,97.017,96.996,97.012,27.0
1576818000,97.017,97.022,97.002,97.012,36.0
1576821600,97.007,97.027,96.996,97.012,58.0
1576825200,97.017,97.017,96.992,96.996,30.0
1576828800,97.002,97.027,97.002,97.007,46.0
1576832400,97.012,97.029,96.987,97.022,75.0
1576836000,97.027,97.037,96.977,96.977,71.0
1576839600,96.979,97.022,96.967,96.972,104.0
1576843200,96.974,97.007,96.962,97.002,63.0
1576846800,97.004,97.147,97.002,97.112,183.0
1576850400,97.114,97.121,97.052,97.067,92.0
1576854000,97.072,97.179,97.062,97.112,195.0
1576857600,97.107,97.202,97.107,97.189,109.0
1576861200,97.192,97.204,97.132,97.172,125.0
1576864800,97.169,97.259,97.162,97.246,118.0
1576868400,97.252,97.312,97.249,97.309,70.0
1576872000,97.312,97.337,97.292,97.327,76.0
1576875600,97.324,97.324,97.257,97.262,73.0
1576879200,97.257,97.267,97.244,97.259,45.0
1577070000,97.269,97.274,97.246,97.252,40.0
1577073600,97.249,97.272,97.249,97.252,44.0
1577077200,97.249,97.259,97.222,97.237,63.0
1577080800,97.239,97.257,97.227,97.257,43.0
1577084400,97.262,97.262,97.232,97.237,36.0
1577088000,97.232,97.237,97.197,97.222,71.0
1577091600,97.219,97.246,97.207,97.227,71.0
1577095200,97.232,97.232,97.162,97.197,106.0
1577098800,97.194,97.222,97.187,97.212,53.0
1577102400,97.214,97.246,97.207,97.244,49.0
1577106000,97.242,97.282,97.237,97.252,81.0
1577109600,97.257,97.371,97.252,97.349,147.0
1577113200,97.352,97.397,97.302,97.322,161.0
1577116800,97.327,97.347,97.277,97.279,93.0
1577120400,97.282,97.297,97.212,97.287,166.0
1577124000,97.284,97.312,97.246,97.282,131.0
1577127600,97.279,97.302,97.246,97.257,91.0
1577131200,97.259,97.292,97.242,97.257,99.0
1577134800,97.252,97.252,97.222,97.227,36.0
1577138400,97.222,97.237,97.212,97.232,41.0
1577142000,97.229,97.252,97.222,97.244,46.0
1577156400,97.259,97.282,97.246,97.277,55.0
1577160000,97.274,97.287,97.267,97.272,39.0
