time,open,high,low,close,volume
1273968000,1.22027,1.26711,1.2149,1.25712,140181.0
1274572800,1.25461,1.25622,1.21534,1.2272,266022.0
1275177600,1.22807,1.23487,1.19551,1.19671,272240.0
1275782400,1.1946,1.21521,1.18758,1.21112,316404.0
1276387200,1.21188,1.24156,1.21155,1.23875,270708.0
1276992000,1.24291,1.24664,1.2209,1.23681,217772.0
1277596800,1.23781,1.26106,1.21495,1.25655,234190.0
1278201600,1.25558,1.27218,1.24796,1.26404,189642.0
1278806400,1.26413,1.30063,1.25219,1.29296,308877.0
1279411200,1.2904,1.30275,1.27318,1.29086,213396.0
1280016000,1.2894,1.3106,1.28761,1.30504,206938.0
1280620800,1.30596,1.33327,1.30533,1.32781,175776.0
1281225600,1.3288,1.3307,1.27494,1.27531,201495.0
1281830400,1.2765,1.29214,1.26634,1.27105,206021.0
1282435200,1.2705,1.27778,1.25874,1.27617,210442.0
1283040000,1.27641,1.28969,1.2625,1.28951,162228.0
1283644800,1.28934,1.29167,1.26434,1.26784,166897.0
1284249600,1.2705,1.31584,1.2704,1.30487,213717.0
1284854400,1.3046,1.34945,1.30288,1.34919,182346.0
1285459200,1.3482,1.37915,1.3381,1.379,232903.0
1286064000,1.37877,1.40285,1.36367,1.3928,249632.0
1286668800,1.4002,1.41505,1.37752,1.39762,223958.0
1287273600,1.39727,1.40495,1.36975,1.39528,277699.0
1287878400,1.39516,1.40795,1.37338,1.39459,306137.0
1288483200,1.39703,1.42813,1.38636,1.40314,348701.0
1289088000,1.40538,1.40846,1.35735,1.369,396564.0
1289692800,1.36829,1.37497,1.34475,1.36718,392533.0
1290297600,1.37355,1.37853,1.32003,1.32402,406871.0
1290902400,1.3275,1.34373,1.29694,1.34136,458788.0
1291507200,1.34078,1.34216,1.31645,1.32262,424403.0
1292112000,1.32052,1.34966,1.31328,1.31873,385836.0
1292716800,1.31661,1.32006,1.30549,1.31209,299467.0
1293321600,1.31129,1.34223,1.30718,1.33827,269494.0
1293926400,1.33443,1.3433,1.29044,1.29055,383714.0
1294531200,1.28939,1.34562,1.28736,1.33875,405633.0
1295136000,1.33704,1.36238,1.32448,1.36196,426252.0
1295740800,1.36097,1.37573,1.35399,1.36102,447361.0
1296345600,1.358,1.38607,1.35436,1.358,402459.0
1296950400,1.35686,1.37424,1.34972,1.35513,278582.0
1297555200,1.3524,1.37138,1.34279,1.36923,322173.0
1298160000,1.36886,1.38372,1.35278,1.37523,354659.0
1298764800,1.3747,1.40052,1.3711,1.39863,359458.0
1299369600,1.39921,1.40354,1.37519,1.39016,359940.0
1299974400,1.39507,1.41831,1.3855,1.41793,416914.0
1300579200,1.41808,1.42479,1.40534,1.40868,330571.0
1301184000,1.40463,1.42448,1.40204,1.42344,326961.0
1301788800,1.42312,1.44869,1.41511,1.44823,325238.0
1302393600,1.4453,1.45193,1.43647,1.44285,348475.0
1302998400,1.44162,1.46478,1.41574,1.45597,326017.0
1303603200,1.45604,1.48809,1.44929,1.48062,311532.0
1304208000,1.48249,1.49385,1.43117,1.43149,375582.0
1304812800,1.43656,1.44407,1.40672,1.4117,376884.0
1305417600,1.40753,1.43451,1.40478,1.41573,235100.0
1306022400,1.41318,1.43216,1.39692,1.43173,346292.0
1306627200,1.43099,1.4642,1.42567,1.46327,342030.0
1307232000,1.46269,1.46955,1.43223,1.43458,283803.0
1307836800,1.4327,1.44971,1.40731,1.42858,413507.0
1308441600,1.42747,1.44407,1.41265,1.41865,406219.0
1309046400,1.41875,1.45501,1.41023,1.45246,373990.0
1309651200,1.45366,1.45769,1.42059,1.42632,366657.0
1310256000,1.42236,1.42808,1.38371,1.41566,474565.0
1310860800,1.41208,1.44375,1.40138,1.4358,500747.0
1311465600,1.43997,1.4535,1.42293,1.43945,402186.0
1312070400,1.43607,1.44526,1.40553,1.42804,476302.0
1312675200,1.43705,1.44006,1.41039,1.42479,568034.0
1313280000,1.42639,1.45167,1.42585,1.4395,467630.0
1313884800,1.43735,1.45008,1.43283,1.44984,418218.0
1314489600,1.44916,1.45482,1.41839,1.42037,428297.0
1315094400,1.41571,1.42544,1.36272,1.36532,479792.0
1315699200,1.35783,1.39359,1.34989,1.37941,544412.0
1316304000,1.36761,1.37953,1.33856,1.34974,569330.0
1316908800,1.35078,1.36892,1.33624,1.33846,565075.0
1317513600,1.33447,1.35241,1.31458,1.33755,575815.0
1318118400,1.33863,1.38936,1.33774,1.3878,498006.0
1318723200,1.38782,1.39137,1.36526,1.38917,519353.0
1319328000,1.38686,1.4246,1.37997,1.41453,522590.0
1319932800,1.41501,1.41695,1.36085,1.37898,543775.0
1320537600,1.3816,1.3858,1.34837,1.37672,494669.0
1321142400,1.37759,1.37919,1.34213,1.35222,521416.0
1321747200,1.35214,1.35678,1.32119,1.32375,459859.0
1322352000,1.33095,1.35449,1.32587,1.33898,444935.0
1322956800,1.34094,1.34851,1.3281,1.33842,418893.0
1323561600,1.33636,1.33759,1.29462,1.30419,418630.0
1324166400,1.30328,1.31956,1.29828,1.30451,349511.0
1324771200,1.30487,1.30824,1.28577,1.29565,286579.0
1325376000,1.29443,1.30762,1.26972,1.27188,373701.0
1325980800,1.26923,1.28778,1.26241,1.26754,416779.0
1326585600,1.26383,1.29854,1.26254,1.29298,414711.0
1327190400,1.28808,1.3233,1.28807,1.32189,399132.0
1327795200,1.32148,1.32206,1.30257,1.31561,418856.0
1328400000,1.31211,1.33199,1.30278,1.31957,426978.0
1329004800,1.3238,1.32833,1.29745,1.31418,427567.0
1329609600,1.32026,1.34856,1.31821,1.34478,388764.0
1330214400,1.34595,1.34851,1.31876,1.31979,411748.0
1330819200,1.31953,1.32904,1.30961,1.31221,388769.0
1331424000,1.3116,1.31905,1.30032,1.31735,359095.0
1332028800,1.31797,1.32916,1.31343,1.3269,341352.0
1332633600,1.3268,1.33848,1.31919,1.33408,348155.0
1333238400,1.33562,1.33801,1.30346,1.30911,333420.0
1333843200,1.30961,1.32122,1.3033,1.30764,353276.0
1334448000,1.3069,1.32262,1.29945,1.3217,380825.0
1335052800,1.3192,1.32695,1.31042,1.32514,353589.0
1335657600,1.32408,1.32828,1.30799,1.30832,306452.0
1336262400,1.30245,1.30645,1.29044,1.29162,391689.0
1336867200,1.28872,1.29038,1.26417,1.27783,390345.0
1337472000,1.27767,1.2823,1.24964,1.25153,431732.0
1338076800,1.25707,1.26235,1.22882,1.24325,429758.0
1338681600,1.24371,1.26243,1.23854,1.2516,436821.0
1339286400,1.26478,1.26677,1.24423,1.26361,437695.0
1339891200,1.27371,1.27468,1.25191,1.25677,439106.0
1340496000,1.25544,1.26918,1.24071,1.26655,420423.0
1341100800,1.26696,1.26703,1.22598,1.22875,376626.0
1341705600,1.22659,1.23331,1.21622,1.22485,379199.0
1342310400,1.22498,1.23214,1.2144,1.21551,379945.0
1342915200,1.21217,1.23889,1.20418,1.23211,433996.0
1343520000,1.23012,1.24011,1.21337,1.23848,397075.0
1344124800,1.23945,1.24422,1.22409,1.22884,374313.0
1344729600,1.22864,1.23849,1.22561,1.23327,336236.0
1345334400,1.2338,1.25885,1.22948,1.25109,345156.0
1345939200,1.25118,1.2636,1.24647,1.25783,271377.0
1346544000,1.25803,1.28165,1.25012,1.28154,318095.0
1347148800,1.28064,1.31676,1.27543,1.31286,350167.0
1347753600,1.31239,1.31706,1.29201,1.29788,361906.0
1348358400,1.29789,1.29798,1.28293,1.28595,337360.0
1348963200,1.28488,1.30708,1.28031,1.30391,308188.0
1349568000,1.30231,1.30246,1.28253,1.29503,285281.0
1350172800,1.29545,1.31384,1.28908,1.3023,289648.0
1350777600,1.30231,1.30824,1.28819,1.29385,277072.0
1351382400,1.29244,1.30199,1.28207,1.28333,226267.0
1351987200,1.28198,1.28757,1.26895,1.27106,316553.0
1352592000,1.27154,1.2801,1.26612,1.27418,291536.0
1353196800,1.27411,1.29896,1.27359,1.29729,279968.0
1353801600,1.29731,1.30267,1.28796,1.29848,286756.0
1354406400,1.29934,1.31253,1.28769,1.29261,274917.0
