entry_bar,exit_bar,pnl_pip,outcome,sl_pip,tp_pip,exit_kind,direction
670,674,21.7,win,161.76600000000067,161.76600000000067,0,long
2663,2667,-50.8,loss,161.76600000000067,161.76600000000067,0,long
2694,2698,-0.30000000000045457,loss,161.76600000000067,161.76600000000067,0,long
2702,2706,-28.3,loss,161.76600000000067,161.76600000000067,0,long
2946,2950,-34.29999999999909,loss,161.76600000000067,161.76600000000067,0,long
7052,7056,44.2,win,161.76600000000067,161.76600000000067,0,long
9806,9810,16.200000000000454,win,161.76600000000067,161.76600000000067,0,long
10368,10372,-24.80000000000091,loss,161.76600000000067,161.76600000000067,0,long
10374,10378,44.2,win,161.76600000000067,161.76600000000067,0,long
11507,11509,-165.06600000000068,loss,161.76600000000067,161.76600000000067,2,long
11732,11736,-34.80000000000091,loss,161.76600000000067,161.76600000000067,0,long
11878,11882,-74.79999999999863,loss,161.76600000000067,161.76600000000067,0,long
12002,12006,25.19999999999909,win,161.76600000000067,161.76600000000067,0,long
12295,12299,13.700000000000454,win,161.76600000000067,161.76600000000067,0,long
12590,12594,39.2,win,161.76600000000067,161.76600000000067,0,long
12694,12698,17.69999999999909,win,161.76600000000067,161.76600000000067,0,long
12852,12856,37.69999999999909,win,161.76600000000067,161.76600000000067,0,long
13151,13155,-19.80000000000091,loss,161.76600000000067,161.76600000000067,0,long
13566,13570,42.69999999999909,win,161.76600000000067,161.76600000000067,0,long
14919,14923,42.19999999999955,win,161.76600000000067,161.76600000000067,0,long
17729,17733,9.699999999999545,win,161.76600000000067,161.76600000000067,0,long
18479,18483,8.700000000000454,win,161.76600000000067,161.76600000000067,0,long
18491,18495,27.69999999999909,win,161.76600000000067,161.76600000000067,0,long
19730,19734,13.199999999998635,win,161.76600000000067,161.76600000000067,0,long
19739,19743,-42.80000000000045,loss,161.76600000000067,161.76600000000067,0,long
19844,19848,16.200000000000454,win,161.76600000000067,161.76600000000067,0,long
20938,20942,-30.300000000000455,loss,161.76600000000067,161.76600000000067,0,long
21104,21108,-0.30000000000045457,loss,161.76600000000067,161.76600000000067,0,long
21236,21240,-25.8,loss,161.76600000000067,161.76600000000067,0,long
21291,21295,30.200000000001364,win,161.76600000000067,161.76600000000067,0,long
21308,21312,-6.300000000001819,loss,161.76600000000067,161.76600000000067,0,long
22583,22587,69.70000000000182,win,161.76600000000067,161.76600000000067,0,long
22729,22733,2.1999999999995454,win,161.76600000000067,161.76600000000067,0,long
22744,22748,68.19999999999864,win,161.76600000000067,161.76600000000067,0,long
26584,26588,11.200000000000454,win,161.76600000000067,161.76600000000067,0,long
26592,26596,36.7,win,161.76600000000067,161.76600000000067,0,long
26718,26722,-5.8,loss,161.76600000000067,161.76600000000067,0,long
26828,26832,50.19999999999909,win,161.76600000000067,161.76600000000067,0,long
26867,26871,12.199999999999545,win,161.76600000000067,161.76600000000067,0,long
26897,26901,-4.800000000000909,loss,161.76600000000067,161.76600000000067,0,long
27010,27014,1.7000000000000002,win,161.76600000000067,161.76600000000067,0,long
27024,27028,-61.80000000000136,loss,161.76600000000067,161.76600000000067,0,long
27035,27039,-4.800000000000909,loss,161.76600000000067,161.76600000000067,0,long
27148,27152,-9.299999999999091,loss,161.76600000000067,161.76600000000067,0,long
27840,27844,-56.80000000000136,loss,161.76600000000067,161.76600000000067,0,long
29084,29088,-16.299999999999546,loss,161.76600000000067,161.76600000000067,0,long
29099,29103,70.70000000000091,win,161.76600000000067,161.76600000000067,0,long
29257,29261,17.69999999999909,win,161.76600000000067,161.76600000000067,0,long
29365,29369,-42.80000000000045,loss,161.76600000000067,161.76600000000067,0,long
29760,29764,2.7000000000013644,win,161.76600000000067,161.76600000000067,0,long
29885,29889,-29.80000000000091,loss,161.76600000000067,161.76600000000067,0,long
31011,31015,37.69999999999909,win,161.76600000000067,161.76600000000067,0,long
31284,31288,39.2,win,161.76600000000067,161.76600000000067,0,long
31391,31395,91.20000000000046,win,161.76600000000067,161.76600000000067,0,long
31528,31532,-61.29999999999954,loss,161.76600000000067,161.76600000000067,0,long
31686,31690,27.700000000001364,win,161.76600000000067,161.76600000000067,0,long
31825,31829,54.69999999999955,win,161.76600000000067,161.76600000000067,0,long
31904,31908,-26.299999999999546,loss,161.76600000000067,161.76600000000067,0,long
31916,31920,24.699999999999545,win,161.76600000000067,161.76600000000067,0,long
31922,31926,-10.8,loss,161.76600000000067,161.76600000000067,0,long
31930,31934,33.20000000000091,win,161.76600000000067,161.76600000000067,0,long
31941,31945,-8.3,loss,161.76600000000067,161.76600000000067,0,long
31963,31967,19.2,win,161.76600000000067,161.76600000000067,0,long
32035,32039,8.700000000000454,win,161.76600000000067,161.76600000000067,0,long
32105,32109,0.20000000000136442,win,161.76600000000067,161.76600000000067,0,long
32243,32244,-165.06600000000068,loss,161.76600000000067,161.76600000000067,2,long
32457,32461,41.20000000000046,win,161.76600000000067,161.76600000000067,0,long
32648,32652,14.699999999999545,win,161.76600000000067,161.76600000000067,0,long
32654,32658,2.1999999999995454,win,161.76600000000067,161.76600000000067,0,long
33481,33485,-26.700000000001456,loss,161.76600000000067,161.76600000000067,0,long
33630,33634,-69.90000000000082,loss,161.76600000000067,161.76600000000067,0,long
34061,34065,-1.199999999999636,loss,161.76600000000067,161.76600000000067,0,long
34141,34145,39.49999999999973,win,161.76600000000067,161.76600000000067,0,long
34307,34311,-11.099999999999728,loss,161.76600000000067,161.76600000000067,0,long
34464,34468,15.699999999998635,win,161.76600000000067,161.76600000000067,0,long
34582,34586,-11.599999999999273,loss,161.76600000000067,161.76600000000067,0,long
34725,34729,24.599999999999635,win,161.76600000000067,161.76600000000067,0,long
34876,34880,-37.39999999999854,loss,161.76600000000067,161.76600000000067,0,long
34925,34929,18.59999999999827,win,161.76600000000067,161.76600000000067,0,long
35024,35028,-3.699999999999636,loss,161.76600000000067,161.76600000000067,0,long
35154,35158,20.200000000001364,win,161.76600000000067,161.76600000000067,0,long
35300,35304,8.300000000000818,win,161.76600000000067,161.76600000000067,0,long
35575,35579,-24.699999999998727,loss,161.76600000000067,161.76600000000067,0,long
35981,35985,10.300000000001273,win,161.76600000000067,161.76600000000067,0,long
36700,36702,158.46600000000066,win,161.76600000000067,161.76600000000067,1,long
36793,36797,-2.7000000000005455,loss,161.76600000000067,161.76600000000067,0,long
36800,36804,-30.8,loss,161.76600000000067,161.76600000000067,0,long
36965,36969,70.70000000000091,win,161.76600000000067,161.76600000000067,0,long
37250,37254,31.200000000000454,win,161.76600000000067,161.76600000000067,0,long
37655,37659,9.899999999999363,win,161.76600000000067,161.76600000000067,0,long
37720,37724,2.2999999999994545,win,161.76600000000067,161.76600000000067,0,long
37778,37782,-4.100000000001546,loss,161.76600000000067,161.76600000000067,0,long
37932,37936,53.40000000000073,win,161.76600000000067,161.76600000000067,0,long
38072,38076,-57.200000000001,loss,161.76600000000067,161.76600000000067,0,long
38203,38207,-49.399999999999,loss,161.76600000000067,161.76600000000067,0,long
38333,38337,-58.00000000000027,loss,161.76600000000067,161.76600000000067,0,long
38623,38627,9.60000000000191,win,161.76600000000067,161.76600000000067,0,long
38903,38907,6.999999999999727,win,161.76600000000067,161.76600000000067,0,long
40156,40160,-165.06600000000068,loss,161.76600000000067,161.76600000000067,2,long
40432,40436,51.79999999999991,win,161.76600000000067,161.76600000000067,0,long
40576,40580,-3.900000000001728,loss,161.76600000000067,161.76600000000067,0,long
40705,40709,-27.700000000000546,loss,161.76600000000067,161.76600000000067,0,long
41130,41133,158.46600000000066,win,161.76600000000067,161.76600000000067,1,long
41271,41275,-15.200000000000546,loss,161.76600000000067,161.76600000000067,0,long
41426,41430,-50.40000000000036,loss,161.76600000000067,161.76600000000067,0,long
41513,41517,33.30000000000082,win,161.76600000000067,161.76600000000067,0,long
41673,41677,-17.40000000000082,loss,161.76600000000067,161.76600000000067,0,long
41814,41818,39.79999999999946,win,161.76600000000067,161.76600000000067,0,long
42361,42365,14.2,win,161.76600000000067,161.76600000000067,0,long
42934,42938,-77.40000000000082,loss,161.76600000000067,161.76600000000067,0,long
43504,43508,-12.800000000000455,loss,161.76600000000067,161.76600000000067,0,long
43611,43615,54.49999999999973,win,161.76600000000067,161.76600000000067,0,long
44052,44056,56.00000000000064,win,161.76600000000067,161.76600000000067,0,long
44480,44484,9.699999999999545,win,161.76600000000067,161.76600000000067,0,long
45021,45025,5.800000000000819,win,161.76600000000067,161.76600000000067,0,long
45028,45032,-13.499999999999819,loss,161.76600000000067,161.76600000000067,0,long
45593,45597,86.40000000000028,win,161.76600000000067,161.76600000000067,0,long
46954,46958,49.39999999999982,win,161.76600000000067,161.76600000000067,0,long
47655,47659,52.99999999999882,win,161.76600000000067,161.76600000000067,0,long
47786,47790,158.46600000000066,win,161.76600000000067,161.76600000000067,1,long
47916,47920,-17.200000000001,loss,161.76600000000067,161.76600000000067,0,long
47922,47926,3.600000000000546,win,161.76600000000067,161.76600000000067,0,long
48234,48238,23.199999999998635,win,161.76600000000067,161.76600000000067,0,long
48240,48244,-7.400000000000818,loss,161.76600000000067,161.76600000000067,0,long
48344,48348,-165.06600000000068,loss,161.76600000000067,161.76600000000067,2,long
48476,48480,94.00000000000018,win,161.76600000000067,161.76600000000067,0,long
48627,48631,-40.999999999999815,loss,161.76600000000067,161.76600000000067,0,long
48649,48653,-14.700000000001001,loss,161.76600000000067,161.76600000000067,0,long
48892,48896,-23.39999999999991,loss,161.76600000000067,161.76600000000067,0,long
49019,49023,27.800000000001273,win,161.76600000000067,161.76600000000067,0,long
49160,49164,-79.60000000000109,loss,161.76600000000067,161.76600000000067,0,long
49292,49293,158.46600000000066,win,161.76600000000067,161.76600000000067,1,long
49583,49587,29.10000000000009,win,161.76600000000067,161.76600000000067,0,long
49743,49747,-97.80000000000045,loss,161.76600000000067,161.76600000000067,0,long
49849,49853,-52.29999999999863,loss,161.76600000000067,161.76600000000067,0,long
50136,50140,8.00000000000109,win,161.76600000000067,161.76600000000067,0,long
50279,50283,-10.89999999999991,loss,161.76600000000067,161.76600000000067,0,long
50430,50434,6.200000000000455,win,161.76600000000067,161.76600000000067,0,long
50437,50441,2.4999999999992726,win,161.76600000000067,161.76600000000067,0,long
50745,50749,5.70000000000091,win,161.76600000000067,161.76600000000067,0,long
50757,50761,-61.90000000000127,loss,161.76600000000067,161.76600000000067,0,long
50840,50844,12.900000000001182,win,161.76600000000067,161.76600000000067,0,long
51131,51134,158.46600000000066,win,161.76600000000067,161.76600000000067,1,long
51249,51253,-70.50000000000027,loss,161.76600000000067,161.76600000000067,0,long
51821,51825,22.799999999999,win,161.76600000000067,161.76600000000067,0,long
51826,51830,-9.700000000001001,loss,161.76600000000067,161.76600000000067,0,long
51957,51961,18.700000000000454,win,161.76600000000067,161.76600000000067,0,long
52085,52089,17.90000000000118,win,161.76600000000067,161.76600000000067,0,long
52623,52627,15.800000000000818,win,161.76600000000067,161.76600000000067,0,long
52646,52650,-12.099999999998818,loss,161.76600000000067,161.76600000000067,0,long
52760,52764,-52.49999999999845,loss,161.76600000000067,161.76600000000067,0,long
53079,53083,-14.299999999999091,loss,161.76600000000067,161.76600000000067,0,long
53212,53216,-5.600000000000182,loss,161.76600000000067,161.76600000000067,0,long
53218,53222,-23.20000000000009,loss,161.76600000000067,161.76600000000067,0,long
