entry_bar,exit_bar,pnl_pip,outcome,sl_pip,tp_pip,exit_kind,direction
3552,3556,-1.7999999999990903,loss,204.78000000000065,204.78000000000065,0,long
5789,5793,-67.3000000000009,loss,204.78000000000065,204.78000000000065,0,long
5971,5975,-12.299999999998636,loss,204.78000000000065,204.78000000000065,0,long
6036,6040,53.20000000000091,win,204.78000000000065,204.78000000000065,0,long
6390,6394,41.7,win,204.78000000000065,204.78000000000065,0,long
6467,6471,-208.08000000000067,loss,204.78000000000065,204.78000000000065,2,long
8917,8921,90.1999999999991,win,204.78000000000065,204.78000000000065,0,long
9986,9989,-208.08000000000067,loss,204.78000000000065,204.78000000000065,2,long
10587,10591,-24.799999999998636,loss,204.78000000000065,204.78000000000065,0,long
10609,10613,-33.800000000001816,loss,204.78000000000065,204.78000000000065,0,long
10683,10687,-54.79999999999863,loss,204.78000000000065,204.78000000000065,0,long
10709,10713,26.7,win,204.78000000000065,204.78000000000065,0,long
10717,10721,1.7000000000000002,win,204.78000000000065,204.78000000000065,0,long
11427,11431,125.70000000000091,win,204.78000000000065,204.78000000000065,0,long
13507,13511,7.700000000001364,win,204.78000000000065,204.78000000000065,0,long
13577,13581,100.70000000000091,win,204.78000000000065,204.78000000000065,0,long
13646,13650,-8.799999999999546,loss,204.78000000000065,204.78000000000065,0,long
14712,14716,29.2,win,204.78000000000065,204.78000000000065,0,long
14759,14763,-13.3,loss,204.78000000000065,204.78000000000065,0,long
14764,14768,-4.300000000001364,loss,204.78000000000065,204.78000000000065,0,long
15021,15025,22.69999999999909,win,204.78000000000065,204.78000000000065,0,long
15597,15601,168.2000000000009,win,204.78000000000065,204.78000000000065,0,long
15732,15736,29.2,win,204.78000000000065,204.78000000000065,0,long
15756,15760,58.70000000000046,win,204.78000000000065,204.78000000000065,0,long
15786,15790,118.19999999999864,win,204.78000000000065,204.78000000000065,0,long
15935,15939,-16.299999999999546,loss,204.78000000000065,204.78000000000065,0,long
16003,16007,48.19999999999864,win,204.78000000000065,204.78000000000065,0,long
16074,16078,11.200000000000454,win,204.78000000000065,204.78000000000065,0,long
16144,16148,38.19999999999864,win,204.78000000000065,204.78000000000065,0,long
16216,16220,-52.30000000000091,loss,204.78000000000065,204.78000000000065,0,long
16769,16773,22.20000000000182,win,204.78000000000065,204.78000000000065,0,long
16836,16840,-6.899999999998999,loss,204.78000000000065,204.78000000000065,0,long
16909,16913,-64.20000000000145,loss,204.78000000000065,204.78000000000065,0,long
17137,17141,17.20000000000182,win,204.78000000000065,204.78000000000065,0,long
17142,17146,-35.30000000000045,loss,204.78000000000065,204.78000000000065,0,long
17168,17172,26.899999999999817,win,204.78000000000065,204.78000000000065,0,long
17357,17361,-17.800000000000455,loss,204.78000000000065,204.78000000000065,0,long
17378,17382,-31.199999999999637,loss,204.78000000000065,204.78000000000065,0,long
17450,17454,-19.399999999999,loss,204.78000000000065,204.78000000000065,0,long
