entry_bar,exit_bar,pnl_pip,outcome,sl_pip,tp_pip,exit_kind,direction,t_entry,t_exit,src_card
32174,32178,-6.300000000001819,loss,161.76600000000067,161.76600000000067,0,long,1313729400000000000,1313731800000000000,XAUUSD-M10
34072,34076,69.70000000000182,win,161.76600000000067,161.76600000000067,0,long,1314868200000000000,1314870600000000000,XAUUSD-M10
34222,34226,2.1999999999995454,win,161.76600000000067,161.76600000000067,0,long,1314958200000000000,1314960600000000000,XAUUSD-M10
34237,34241,68.19999999999864,win,161.76600000000067,161.76600000000067,0,long,1314967200000000000,1314969600000000000,XAUUSD-M10
39972,39976,11.200000000000454,win,161.76600000000067,161.76600000000067,0,long,1318408200000000000,1318410600000000000,XAUUSD-M10
39980,39984,36.7,win,161.76600000000067,161.76600000000067,0,long,1318413000000000000,1318415400000000000,XAUUSD-M10
40111,40115,-5.8,loss,161.76600000000067,161.76600000000067,0,long,1318491600000000000,1318494000000000000,XAUUSD-M10
40226,40230,50.19999999999909,win,161.76600000000067,161.76600000000067,0,long,1318560600000000000,1318563000000000000,XAUUSD-M10
40265,40269,12.199999999999545,win,161.76600000000067,161.76600000000067,0,long,1318584000000000000,1318586400000000000,XAUUSD-M10
40295,40299,-4.800000000000909,loss,161.76600000000067,161.76600000000067,0,long,1318602000000000000,1318604400000000000,XAUUSD-M10
40702,40706,1.7000000000000002,win,161.76600000000067,161.76600000000067,0,long,1318846200000000000,1318848600000000000,XAUUSD-M10
40716,40720,-61.80000000000136,loss,161.76600000000067,161.76600000000067,0,long,1318854600000000000,1318857000000000000,XAUUSD-M10
40727,40731,-4.800000000000909,loss,161.76600000000067,161.76600000000067,0,long,1318861200000000000,1318863600000000000,XAUUSD-M10
40845,40849,-9.299999999999091,loss,161.76600000000067,161.76600000000067,0,long,1318932000000000000,1318934400000000000,XAUUSD-M10
41851,41855,-56.80000000000136,loss,161.76600000000067,161.76600000000067,0,long,1319535600000000000,1319538000000000000,XAUUSD-M10
43730,43734,-16.299999999999546,loss,161.76600000000067,161.76600000000067,0,long,1320663000000000000,1320665400000000000,XAUUSD-M10
43745,43749,70.70000000000091,win,161.76600000000067,161.76600000000067,0,long,1320672000000000000,1320674400000000000,XAUUSD-M10
43912,43916,17.69999999999909,win,161.76600000000067,161.76600000000067,0,long,1320772200000000000,1320774600000000000,XAUUSD-M10
44029,44033,-42.80000000000045,loss,161.76600000000067,161.76600000000067,0,long,1320842400000000000,1320844800000000000,XAUUSD-M10
44736,44740,2.7000000000013644,win,161.76600000000067,161.76600000000067,0,long,1321266600000000000,1321269000000000000,XAUUSD-M10
44866,44870,-29.80000000000091,loss,161.76600000000067,161.76600000000067,0,long,1321344600000000000,1321347000000000000,XAUUSD-M10
46344,46348,37.69999999999909,win,161.76600000000067,161.76600000000067,0,long,1322231400000000000,1322233800000000000,XAUUSD-M10
46935,46939,39.2,win,161.76600000000067,161.76600000000067,0,long,1322586000000000000,1322588400000000000,XAUUSD-M10
47047,47051,91.20000000000046,win,161.76600000000067,161.76600000000067,0,long,1322653200000000000,1322655600000000000,XAUUSD-M10
47189,47193,-61.29999999999954,loss,161.76600000000067,161.76600000000067,0,long,1322738400000000000,1322740800000000000,XAUUSD-M10
47352,47356,27.700000000001364,win,161.76600000000067,161.76600000000067,0,long,1322836200000000000,1322838600000000000,XAUUSD-M10
47785,47789,54.69999999999955,win,161.76600000000067,161.76600000000067,0,long,1323096000000000000,1323098400000000000,XAUUSD-M10
47869,47873,-26.299999999999546,loss,161.76600000000067,161.76600000000067,0,long,1323146400000000000,1323148800000000000,XAUUSD-M10
47881,47885,24.699999999999545,win,161.76600000000067,161.76600000000067,0,long,1323153600000000000,1323156000000000000,XAUUSD-M10
47887,47891,-10.8,loss,161.76600000000067,161.76600000000067,0,long,1323157200000000000,1323159600000000000,XAUUSD-M10
47895,47899,33.20000000000091,win,161.76600000000067,161.76600000000067,0,long,1323162000000000000,1323164400000000000,XAUUSD-M10
47906,47910,-8.3,loss,161.76600000000067,161.76600000000067,0,long,1323168600000000000,1323171000000000000,XAUUSD-M10
47928,47932,19.2,win,161.76600000000067,161.76600000000067,0,long,1323181800000000000,1323184200000000000,XAUUSD-M10
48005,48009,8.700000000000454,win,161.76600000000067,161.76600000000067,0,long,1323228000000000000,1323230400000000000,XAUUSD-M10
48075,48079,0.20000000000136442,win,161.76600000000067,161.76600000000067,0,long,1323270000000000000,1323272400000000000,XAUUSD-M10
48218,48219,-165.06600000000068,loss,161.76600000000067,161.76600000000067,2,long,1323355800000000000,1323356400000000000,XAUUSD-M10
48731,48735,41.20000000000046,win,161.76600000000067,161.76600000000067,0,long,1323663600000000000,1323666000000000000,XAUUSD-M10
48928,48932,14.699999999999545,win,161.76600000000067,161.76600000000067,0,long,1323781800000000000,1323784200000000000,XAUUSD-M10
48934,48938,2.1999999999995454,win,161.76600000000067,161.76600000000067,0,long,1323785400000000000,1323787800000000000,XAUUSD-M10
50084,50088,-26.700000000001456,loss,161.76600000000067,161.76600000000067,0,long,1324475400000000000,1324477800000000000,XAUUSD-M10
50238,50242,-69.90000000000082,loss,161.76600000000067,161.76600000000067,0,long,1324567800000000000,1324570200000000000,XAUUSD-M10
51118,51122,-1.199999999999636,loss,161.76600000000067,161.76600000000067,0,long,1325095800000000000,1325098200000000000,XAUUSD-M10
51203,51207,39.49999999999973,win,161.76600000000067,161.76600000000067,0,long,1325146800000000000,1325149200000000000,XAUUSD-M10
51373,51377,-11.099999999999728,loss,161.76600000000067,161.76600000000067,0,long,1325248800000000000,1325251200000000000,XAUUSD-M10
51968,51972,15.699999999998635,win,161.76600000000067,161.76600000000067,0,long,1325605800000000000,1325608200000000000,XAUUSD-M10
52091,52095,-11.599999999999273,loss,161.76600000000067,161.76600000000067,0,long,1325679600000000000,1325682000000000000,XAUUSD-M10
52239,52243,24.599999999999635,win,161.76600000000067,161.76600000000067,0,long,1325768400000000000,1325770800000000000,XAUUSD-M10
52395,52399,-37.39999999999854,loss,161.76600000000067,161.76600000000067,0,long,1325862000000000000,1325864400000000000,XAUUSD-M10
52738,52742,18.59999999999827,win,161.76600000000067,161.76600000000067,0,long,1326067800000000000,1326070200000000000,XAUUSD-M10
52837,52841,-3.699999999999636,loss,161.76600000000067,161.76600000000067,0,long,1326127200000000000,1326129600000000000,XAUUSD-M10
52973,52977,20.200000000001364,win,161.76600000000067,161.76600000000067,0,long,1326208800000000000,1326211200000000000,XAUUSD-M10
53124,53128,8.300000000000818,win,161.76600000000067,161.76600000000067,0,long,1326299400000000000,1326301800000000000,XAUUSD-M10
53409,53413,-24.699999999998727,loss,161.76600000000067,161.76600000000067,0,long,1326470400000000000,1326472800000000000,XAUUSD-M10
54122,54126,10.300000000001273,win,161.76600000000067,161.76600000000067,0,long,1326898200000000000,1326900600000000000,XAUUSD-M10
55153,55155,158.46600000000066,win,161.76600000000067,161.76600000000067,1,long,1327516800000000000,1327518000000000000,XAUUSD-M10
55251,55255,-2.7000000000005455,loss,161.76600000000067,161.76600000000067,0,long,1327575600000000000,1327578000000000000,XAUUSD-M10
55258,55262,-30.8,loss,161.76600000000067,161.76600000000067,0,long,1327579800000000000,1327582200000000000,XAUUSD-M10
55428,55432,70.70000000000091,win,161.76600000000067,161.76600000000067,0,long,1327681800000000000,1327684200000000000,XAUUSD-M10
56012,56016,31.200000000000454,win,161.76600000000067,161.76600000000067,0,long,1328032200000000000,1328034600000000000,XAUUSD-M10
56433,56437,9.899999999999363,win,161.76600000000067,161.76600000000067,0,long,1328284800000000000,1328287200000000000,XAUUSD-M10
56792,56796,2.2999999999994545,win,161.76600000000067,161.76600000000067,0,long,1328500200000000000,1328502600000000000,XAUUSD-M10
56850,56854,-4.100000000001546,loss,161.76600000000067,161.76600000000067,0,long,1328535000000000000,1328537400000000000,XAUUSD-M10
57010,57014,53.40000000000073,win,161.76600000000067,161.76600000000067,0,long,1328631000000000000,1328633400000000000,XAUUSD-M10
57156,57160,-57.200000000001,loss,161.76600000000067,161.76600000000067,0,long,1328718600000000000,1328721000000000000,XAUUSD-M10
57293,57297,-49.399999999999,loss,161.76600000000067,161.76600000000067,0,long,1328800800000000000,1328803200000000000,XAUUSD-M10
57429,57433,-58.00000000000027,loss,161.76600000000067,161.76600000000067,0,long,1328882400000000000,1328884800000000000,XAUUSD-M10
58017,58021,9.60000000000191,win,161.76600000000067,161.76600000000067,0,long,1329235200000000000,1329237600000000000,XAUUSD-M10
58305,58309,6.999999999999727,win,161.76600000000067,161.76600000000067,0,long,1329408000000000000,1329410400000000000,XAUUSD-M10
60181,60185,-165.06600000000068,loss,161.76600000000067,161.76600000000067,2,long,1330533600000000000,1330536000000000000,XAUUSD-M10
60465,60469,51.79999999999991,win,161.76600000000067,161.76600000000067,0,long,1330704000000000000,1330706400000000000,XAUUSD-M10
60903,60907,-3.900000000001728,loss,161.76600000000067,161.76600000000067,0,long,1330966800000000000,1330969200000000000,XAUUSD-M10
61036,61040,-27.700000000000546,loss,161.76600000000067,161.76600000000067,0,long,1331046600000000000,1331049000000000000,XAUUSD-M10
61473,61476,158.46600000000066,win,161.76600000000067,161.76600000000067,1,long,1331308800000000000,1331310600000000000,XAUUSD-M10
61908,61912,-15.200000000000546,loss,161.76600000000067,161.76600000000067,0,long,1331569800000000000,1331572200000000000,XAUUSD-M10
62068,62072,-50.40000000000036,loss,161.76600000000067,161.76600000000067,0,long,1331665800000000000,1331668200000000000,XAUUSD-M10
62160,62164,33.30000000000082,win,161.76600000000067,161.76600000000067,0,long,1331721000000000000,1331723400000000000,XAUUSD-M10
62326,62330,-17.40000000000082,loss,161.76600000000067,161.76600000000067,0,long,1331820600000000000,1331823000000000000,XAUUSD-M10
62472,62476,39.79999999999946,win,161.76600000000067,161.76600000000067,0,long,1331908200000000000,1331910600000000000,XAUUSD-M10
63337,63341,14.2,win,161.76600000000067,161.76600000000067,0,long,1332427200000000000,1332429600000000000,XAUUSD-M10
64224,64228,-77.40000000000082,loss,161.76600000000067,161.76600000000067,0,long,1332959400000000000,1332961800000000000,XAUUSD-M10
65100,65104,-12.800000000000455,loss,161.76600000000067,161.76600000000067,0,long,1333485000000000000,1333487400000000000,XAUUSD-M10
65211,65215,54.49999999999973,win,161.76600000000067,161.76600000000067,0,long,1333551600000000000,1333554000000000000,XAUUSD-M10
66096,66100,56.00000000000064,win,161.76600000000067,161.76600000000067,0,long,1334082600000000000,1334085000000000000,XAUUSD-M10
66536,66540,9.699999999999545,win,161.76600000000067,161.76600000000067,0,long,1334346600000000000,1334349000000000000,XAUUSD-M10
67383,67387,5.800000000000819,win,161.76600000000067,161.76600000000067,0,long,1334854800000000000,1334857200000000000,XAUUSD-M10
67390,67394,-13.499999999999819,loss,161.76600000000067,161.76600000000067,0,long,1334859000000000000,1334861400000000000,XAUUSD-M10
68265,68269,86.40000000000028,win,161.76600000000067,161.76600000000067,0,long,1335384000000000000,1335386400000000000,XAUUSD-M10
70257,70261,49.39999999999982,win,161.76600000000067,161.76600000000067,0,long,1336579200000000000,1336581600000000000,XAUUSD-M10
71271,71275,52.99999999999882,win,161.76600000000067,161.76600000000067,0,long,1337187600000000000,1337190000000000000,XAUUSD-M10
71406,71410,158.46600000000066,win,161.76600000000067,161.76600000000067,1,long,1337268600000000000,1337271000000000000,XAUUSD-M10
71540,71544,-17.200000000001,loss,161.76600000000067,161.76600000000067,0,long,1337349000000000000,1337351400000000000,XAUUSD-M10
71546,71550,3.600000000000546,win,161.76600000000067,161.76600000000067,0,long,1337352600000000000,1337355000000000000,XAUUSD-M10
72156,72160,23.199999999998635,win,161.76600000000067,161.76600000000067,0,long,1337718600000000000,1337721000000000000,XAUUSD-M10
72162,72166,-7.400000000000818,loss,161.76600000000067,161.76600000000067,0,long,1337722200000000000,1337724600000000000,XAUUSD-M10
72270,72274,-165.06600000000068,loss,161.76600000000067,161.76600000000067,2,long,1337787000000000000,1337789400000000000,XAUUSD-M10
72406,72410,94.00000000000018,win,161.76600000000067,161.76600000000067,0,long,1337868600000000000,1337871000000000000,XAUUSD-M10
72561,72565,-40.999999999999815,loss,161.76600000000067,161.76600000000067,0,long,1337961600000000000,1337964000000000000,XAUUSD-M10
72583,72587,-14.700000000001001,loss,161.76600000000067,161.76600000000067,0,long,1337974800000000000,1337977200000000000,XAUUSD-M10
73147,73151,-23.39999999999991,loss,161.76600000000067,161.76600000000067,0,long,1338313200000000000,1338315600000000000,XAUUSD-M10
73278,73282,27.800000000001273,win,161.76600000000067,161.76600000000067,0,long,1338391800000000000,1338394200000000000,XAUUSD-M10
73423,73427,-79.60000000000109,loss,161.76600000000067,161.76600000000067,0,long,1338478800000000000,1338481200000000000,XAUUSD-M10
73559,73560,158.46600000000066,win,161.76600000000067,161.76600000000067,1,long,1338560400000000000,1338561000000000000,XAUUSD-M10
74148,74152,29.10000000000009,win,161.76600000000067,161.76600000000067,0,long,1338913800000000000,1338916200000000000,XAUUSD-M10
74312,74316,-97.80000000000045,loss,161.76600000000067,161.76600000000067,0,long,1339012200000000000,1339014600000000000,XAUUSD-M10
74422,74426,-52.29999999999863,loss,161.76600000000067,161.76600000000067,0,long,1339078200000000000,1339080600000000000,XAUUSD-M10
75007,75011,8.00000000000109,win,161.76600000000067,161.76600000000067,0,long,1339429200000000000,1339431600000000000,XAUUSD-M10
75154,75158,-10.89999999999991,loss,161.76600000000067,161.76600000000067,0,long,1339517400000000000,1339519800000000000,XAUUSD-M10
75309,75313,6.200000000000455,win,161.76600000000067,161.76600000000067,0,long,1339610400000000000,1339612800000000000,XAUUSD-M10
75316,75320,2.4999999999992726,win,161.76600000000067,161.76600000000067,0,long,1339614600000000000,1339617000000000000,XAUUSD-M10
75926,75930,5.70000000000091,win,161.76600000000067,161.76600000000067,0,long,1339980600000000000,1339983000000000000,XAUUSD-M10
75938,75942,-61.90000000000127,loss,161.76600000000067,161.76600000000067,0,long,1339987800000000000,1339990200000000000,XAUUSD-M10
76021,76025,12.900000000001182,win,161.76600000000067,161.76600000000067,0,long,1340037600000000000,1340040000000000000,XAUUSD-M10
76320,76323,158.46600000000066,win,161.76600000000067,161.76600000000067,1,long,1340217000000000000,1340218800000000000,XAUUSD-M10
76442,76446,-70.50000000000027,loss,161.76600000000067,161.76600000000067,0,long,1340290200000000000,1340292600000000000,XAUUSD-M10
77320,77324,22.799999999999,win,161.76600000000067,161.76600000000067,0,long,1340817000000000000,1340819400000000000,XAUUSD-M10
77325,77329,-9.700000000001001,loss,161.76600000000067,161.76600000000067,0,long,1340820000000000000,1340822400000000000,XAUUSD-M10
77460,77464,18.700000000000454,win,161.76600000000067,161.76600000000067,0,long,1340901000000000000,1340903400000000000,XAUUSD-M10
77592,77596,17.90000000000118,win,161.76600000000067,161.76600000000067,0,long,1340980200000000000,1340982600000000000,XAUUSD-M10
78462,78466,15.800000000000818,win,161.76600000000067,161.76600000000067,0,long,1341502200000000000,1341504600000000000,XAUUSD-M10
78485,78489,-12.099999999998818,loss,161.76600000000067,161.76600000000067,0,long,1341516000000000000,1341518400000000000,XAUUSD-M10
78603,78607,-52.49999999999845,loss,161.76600000000067,161.76600000000067,0,long,1341586800000000000,1341589200000000000,XAUUSD-M10
79220,79224,-14.299999999999091,loss,161.76600000000067,161.76600000000067,0,long,1341957000000000000,1341959400000000000,XAUUSD-M10
79357,79361,-5.600000000000182,loss,161.76600000000067,161.76600000000067,0,long,1342039200000000000,1342041600000000000,XAUUSD-M10
79363,79367,-23.20000000000009,loss,161.76600000000067,161.76600000000067,0,long,1342042800000000000,1342045200000000000,XAUUSD-M10
79493,79497,24.00000000000018,win,161.76600000000067,161.76600000000067,0,long,1342120800000000000,1342123200000000000,XAUUSD-M10
79505,79509,-25.200000000000546,loss,161.76600000000067,161.76600000000067,0,long,1342128000000000000,1342130400000000000,XAUUSD-M10
81658,81662,7.199999999999545,win,161.76600000000067,161.76600000000067,0,long,1343419800000000000,1343422200000000000,XAUUSD-M10
82494,82498,40.10000000000146,win,161.76600000000067,161.76600000000067,0,long,1343921400000000000,1343923800000000000,XAUUSD-M10
86678,86682,71.6000000000001,win,161.76600000000067,161.76600000000067,0,long,1346431800000000000,1346434200000000000,XAUUSD-M10
87685,87689,-57.80000000000045,loss,161.76600000000067,161.76600000000067,0,long,1347036000000000000,1347038400000000000,XAUUSD-M10
88561,88564,158.46600000000066,win,161.76600000000067,161.76600000000067,1,long,1347561600000000000,1347563400000000000,XAUUSD-M10
89411,89415,-12.099999999998818,loss,161.76600000000067,161.76600000000067,0,long,1348071600000000000,1348074000000000000,XAUUSD-M10
91141,91145,23.400000000000727,win,161.76600000000067,161.76600000000067,0,long,1349109600000000000,1349112000000000000,XAUUSD-M10
91172,91176,-15.000000000000728,loss,161.76600000000067,161.76600000000067,0,long,1349128200000000000,1349130600000000000,XAUUSD-M10
96457,96461,-47.70000000000054,loss,161.76600000000067,161.76600000000067,0,long,1352299200000000000,1352301600000000000,XAUUSD-M10
96617,96621,17.69999999999909,win,161.76600000000067,161.76600000000067,0,long,1352395200000000000,1352397600000000000,XAUUSD-M10
96751,96755,-40.100000000000634,loss,161.76600000000067,161.76600000000067,0,long,1352475600000000000,1352478000000000000,XAUUSD-M10
97616,97620,18.20000000000091,win,161.76600000000067,161.76600000000067,0,long,1352994600000000000,1352997000000000000,XAUUSD-M10
104801,104805,3.1000000000010006,win,161.76600000000067,161.76600000000067,0,long,1357305600000000000,1357308000000000000,XAUUSD-M10
111614,111618,-3.3,loss,161.76600000000067,161.76600000000067,0,long,1361393400000000000,1361395800000000000,XAUUSD-M10
111729,111733,10.19999999999909,win,161.76600000000067,161.76600000000067,0,long,1361462400000000000,1361464800000000000,XAUUSD-M10
112454,112458,71.49999999999791,win,161.76600000000067,161.76600000000067,0,long,1361897400000000000,1361899800000000000,XAUUSD-M10
112881,112885,-10.200000000000546,loss,161.76600000000067,161.76600000000067,0,long,1362153600000000000,1362156000000000000,XAUUSD-M10
117780,117784,1.7000000000000002,win,161.76600000000067,161.76600000000067,0,long,1365093000000000000,1365095400000000000,XAUUSD-M10
118932,118935,-165.06600000000068,loss,161.76600000000067,161.76600000000067,2,long,1365784200000000000,1365786000000000000,XAUUSD-M10
120466,120470,15.299999999998999,win,161.76600000000067,161.76600000000067,0,long,1366704600000000000,1366707000000000000,XAUUSD-M10
120573,120577,-3.800000000001819,loss,161.76600000000067,161.76600000000067,0,long,1366768800000000000,1366771200000000000,XAUUSD-M10
120602,120606,20.299999999999,win,161.76600000000067,161.76600000000067,0,long,1366786200000000000,1366788600000000000,XAUUSD-M10
120607,120611,1.0999999999982721,win,161.76600000000067,161.76600000000067,0,long,1366789200000000000,1366791600000000000,XAUUSD-M10
120633,120637,-15.199999999998273,loss,161.76600000000067,161.76600000000067,0,long,1366804800000000000,1366807200000000000,XAUUSD-M10
120648,120652,-32.80000000000045,loss,161.76600000000067,161.76600000000067,0,long,1366813800000000000,1366816200000000000,XAUUSD-M10
120822,120826,41.29999999999809,win,161.76600000000067,161.76600000000067,0,long,1366918200000000000,1366920600000000000,XAUUSD-M10
120831,120835,-3.699999999999636,loss,161.76600000000067,161.76600000000067,0,long,1366923600000000000,1366926000000000000,XAUUSD-M10
120875,120879,-46.60000000000154,loss,161.76600000000067,161.76600000000067,0,long,1366950000000000000,1366952400000000000,XAUUSD-M10
121374,121378,30.40000000000118,win,161.76600000000067,161.76600000000067,0,long,1367249400000000000,1367251800000000000,XAUUSD-M10
121518,121522,24.900000000001636,win,161.76600000000067,161.76600000000067,0,long,1367335800000000000,1367338200000000000,XAUUSD-M10
121667,121671,-32.30000000000091,loss,161.76600000000067,161.76600000000067,0,long,1367425200000000000,1367427600000000000,XAUUSD-M10
121726,121730,2.300000000001728,win,161.76600000000067,161.76600000000067,0,long,1367460600000000000,1367463000000000000,XAUUSD-M10
121731,121735,-32.70000000000054,loss,161.76600000000067,161.76600000000067,0,long,1367463600000000000,1367466000000000000,XAUUSD-M10
121804,121808,-9.299999999999091,loss,161.76600000000067,161.76600000000067,0,long,1367507400000000000,1367509800000000000,XAUUSD-M10
121946,121950,-2.000000000001182,loss,161.76600000000067,161.76600000000067,0,long,1367592600000000000,1367595000000000000,XAUUSD-M10
122536,122540,51.20000000000046,win,161.76600000000067,161.76600000000067,0,long,1367946600000000000,1367949000000000000,XAUUSD-M10
122947,122951,23.100000000001,win,161.76600000000067,161.76600000000067,0,long,1368193200000000000,1368195600000000000,XAUUSD-M10
123551,123555,-8.200000000000092,loss,161.76600000000067,161.76600000000067,0,long,1368555600000000000,1368558000000000000,XAUUSD-M10
123667,123671,-28.3,loss,161.76600000000067,161.76600000000067,0,long,1368625200000000000,1368627600000000000,XAUUSD-M10
123787,123791,-78.10000000000018,loss,161.76600000000067,161.76600000000067,0,long,1368697200000000000,1368699600000000000,XAUUSD-M10
123926,123930,8.600000000000545,win,161.76600000000067,161.76600000000067,0,long,1368780600000000000,1368783000000000000,XAUUSD-M10
123953,123957,-38.99999999999936,loss,161.76600000000067,161.76600000000067,0,long,1368796800000000000,1368799200000000000,XAUUSD-M10
124674,124678,-13.3,loss,161.76600000000067,161.76600000000067,0,long,1369229400000000000,1369231800000000000,XAUUSD-M10
124968,124972,10.699999999998635,win,161.76600000000067,161.76600000000067,0,long,1369405800000000000,1369408200000000000,XAUUSD-M10
125562,125566,-75.99999999999982,loss,161.76600000000067,161.76600000000067,0,long,1369762200000000000,1369764600000000000,XAUUSD-M10
125837,125841,4.399999999999818,win,161.76600000000067,161.76600000000067,0,long,1369927200000000000,1369929600000000000,XAUUSD-M10
125985,125989,-14.80000000000091,loss,161.76600000000067,161.76600000000067,0,long,1370016000000000000,1370018400000000000,XAUUSD-M10
126424,126428,-4.300000000001364,loss,161.76600000000067,161.76600000000067,0,long,1370279400000000000,1370281800000000000,XAUUSD-M10
126715,126719,-18.999999999999364,loss,161.76600000000067,161.76600000000067,0,long,1370454000000000000,1370456400000000000,XAUUSD-M10
126724,126728,27.899999999998908,win,161.76600000000067,161.76600000000067,0,long,1370459400000000000,1370461800000000000,XAUUSD-M10
127617,127874,11.400000000000272,win,161.76600000000067,161.76600000000067,0,long,1370995200000000000,1371149400000000000,XAUUSD-M10
128827,128829,-165.06600000000068,loss,161.76600000000067,161.76600000000067,2,long,1371721200000000000,1371722400000000000,XAUUSD-M10
129390,129394,-13.699999999999637,loss,161.76600000000067,161.76600000000067,0,long,1372059000000000000,1372061400000000000,XAUUSD-M10
129396,129400,37.499999999999275,win,161.76600000000067,161.76600000000067,0,long,1372062600000000000,1372065000000000000,XAUUSD-M10
129428,129432,8.199999999998635,win,161.76600000000067,161.76600000000067,0,long,1372081800000000000,1372084200000000000,XAUUSD-M10
129589,129593,-4.800000000000909,loss,161.76600000000067,161.76600000000067,0,long,1372178400000000000,1372180800000000000,XAUUSD-M10
129661,129665,-15.89999999999991,loss,161.76600000000067,161.76600000000067,0,long,1372221600000000000,1372224000000000000,XAUUSD-M10
130594,130598,15.899999999998453,win,161.76600000000067,161.76600000000067,0,long,1372781400000000000,1372783800000000000,XAUUSD-M10
130726,130730,23.500000000000636,win,161.76600000000067,161.76600000000067,0,long,1372860600000000000,1372863000000000000,XAUUSD-M10
131017,131021,-39.10000000000154,loss,161.76600000000067,161.76600000000067,0,long,1373035200000000000,1373037600000000000,XAUUSD-M10
131383,131387,-6.999999999998908,loss,161.76600000000067,161.76600000000067,0,long,1373254800000000000,1373257200000000000,XAUUSD-M10
131770,131774,-119.60000000000109,loss,161.76600000000067,161.76600000000067,0,long,1373487000000000000,1373489400000000000,XAUUSD-M10
132758,132762,0.3999999999989088,win,161.76600000000067,161.76600000000067,0,long,1374079800000000000,1374082200000000000,XAUUSD-M10
134793,134797,128.09999999999872,win,161.76600000000067,161.76600000000067,0,long,1375300800000000000,1375303200000000000,XAUUSD-M10
134845,134849,11.999999999999726,win,161.76600000000067,161.76600000000067,0,long,1375332000000000000,1375334400000000000,XAUUSD-M10
