pnl_pip,outcome,sl_pip,tp_pip,entry_bar,exit_bar,direction
52.422262855529155,win,34.438975806878545,55.72226285552949,34,38,short
72.12072586894847,win,46.61355121690265,75.4207258689485,146,155,long
63.637269805612235,win,41.37037688851161,66.93726980561179,267,273,long
-56.76039863722126,loss,53.4603986372218,86.49892499502488,554,568,long
-47.71328459701026,loss,44.41328459700923,71.86069447796093,615,619,long
57.69044729470279,win,37.694961245180565,60.99044729470216,736,758,long
-36.74023440543651,loss,33.440234405437096,54.10629926799722,842,843,long
64.31341497989861,win,41.78826636582114,67.61341497989861,971,976,long
-48.43737558759203,loss,45.137375587591926,73.03227370072374,1087,1088,short
78.73337945096337,win,50.70048173730747,82.03337945096348,1202,1209,short
-49.43298681577134,loss,46.13298681577239,74.64317266791973,1330,1331,short
60.90516802979592,win,39.68180965994735,64.20516802979482,1494,1498,long
63.3208889782979,win,41.17483867632687,66.62088897829688,1571,1571,long
-45.5100901817339,loss,42.210090181734984,68.29592591404722,1676,1683,short
67.5362976144872,win,43.780159217853104,70.83629761448633,1822,1827,long
-47.94841703365664,loss,44.64841703365656,72.24113876045632,1891,1896,short
-65.90098766842247,loss,62.600987668421816,101.2883980475065,2008,2009,short
-76.2558211923495,loss,72.95582119234992,118.04251868922218,2136,2141,long
-67.2186679191539,loss,63.91866791915481,103.42040469319248,2260,2267,short
83.15423041697314,win,53.432775288611445,86.45423041697332,2374,2400,long
-42.24654738517374,loss,38.9465473851741,63.01551366921171,2482,2483,long
-45.935583342644165,loss,42.63558334264422,68.98437384839835,2616,2617,short
-47.15621112105127,loss,43.85621112105104,70.9593495938606,2805,2826,long
-42.24618866633436,loss,38.94618866633406,63.014933262128515,2863,2872,long
65.90881294288165,win,42.77429724529101,69.20881294288085,2988,3009,long
-53.626824750020475,loss,50.32682475002036,81.42880244553294,3122,3122,long
-49.58261521859713,loss,46.282615218596355,74.8852714236889,3263,3268,long
77.93009917415175,win,50.204016794902245,81.23009917415183,3364,3364,long
134.43305768739873,win,85.12549918875034,137.73305768739806,3470,3472,long
197.7550026812666,win,124.26143552612339,201.05500268126767,3589,3620,long
-113.54867128074675,loss,110.24867128074763,178.38235013224968,3708,3710,long
-144.69055072645307,loss,141.39055072645286,228.76991107540078,3848,3859,long
-107.02468843904471,loss,103.72468843904444,167.8265458943739,3947,3950,long
-133.42403920279895,loss,130.12403920279803,210.54069543012722,4123,4123,short
183.42692824432714,win,115.40601251194475,186.72692824432661,4238,4240,short
-180.63751525311392,loss,177.33751525311453,286.93209967953936,4309,4315,long
-147.8558812233594,loss,144.55588122335865,233.89141581939433,4419,4430,long
-120.29321668288348,loss,116.99321668288434,189.29502459290688,4537,4546,long
131.30987506062564,win,83.19522562461356,134.60987506062474,4664,4668,short
139.56544422287988,win,88.29755514393071,142.8654442228799,4791,4792,long
143.73506462002223,win,90.87457640298099,147.03506462002323,4905,4906,short
-85.87809226469362,loss,82.57809226469374,133.6113532842745,5030,5031,long
-85.82844402884193,loss,82.52844402884136,133.53102243866533,5136,5145,short
-80.00348165829182,loss,76.70348165829175,124.10623332311604,5387,5393,long
-77.80110842165486,loss,74.50110842165448,120.54279342623697,5485,5489,short
-80.32008968115251,loss,77.02008968115237,124.61850510410454,5601,5607,short
136.15108051601436,win,86.18731799506477,139.4510805160148,5729,5739,long
108.69718890463373,win,69.21952342684402,111.99718890463362,6031,6033,long
89.57564290381852,win,57.40150982930633,92.87564290381763,6142,6147,long
83.12965007981047,win,53.417583485668295,86.42965007981132,6292,6296,short
-61.371817412389916,loss,58.07181741239049,93.9602005732478,6386,6392,long
-67.54622596237895,loss,64.24622596237855,103.9503936071285,6512,6530,long
-66.81944956499665,loss,63.51944956499681,102.77446939616485,6619,6620,short
80.49473602355575,win,51.78908283285221,83.79473602355486,6734,6741,long
76.91019373323952,win,49.5736673258588,80.21019373323955,6860,6863,long
102.67747904072321,win,65.49905997572463,105.97747904072247,6976,6979,short
-63.331724003658834,loss,60.031724003658,97.13132943791865,7098,7100,short
98.11629911460314,win,62.68003653560081,101.41629911460211,7210,7213,short
-61.47912064823758,loss,58.17912064823653,94.1338172088467,7331,7331,long
-58.78345410087222,loss,55.4834541008712,89.77222873520961,7455,7455,short
-58.911524504893165,loss,55.61152450489396,89.97944664891843,7534,7540,long
-56.3527678502267,loss,53.0527678502267,85.8393783816668,7665,7665,short
-49.0077012919558,loss,45.70770129195467,73.95506069038267,7783,7788,long
-47.389484913092744,loss,44.08948491309279,71.33678658938413,7886,7893,long
65.96628987280538,win,42.80982068776539,69.2662898728044,8010,8015,short
-56.394858389695216,loss,53.09485838969556,85.90748087452742,8123,8128,short
87.31330125264022,win,56.00327642313913,90.61330125263912,8248,8249,short
95.52357581810766,win,61.07761175408342,98.82357581810697,8372,8373,short
-69.62852582948544,loss,66.32852582948496,107.31955479210669,8507,8517,long
113.69650742653148,win,72.30933709921649,116.99650742653229,8609,8630,long
-62.80734461443062,loss,59.50734461443048,96.28288358614853,8723,8726,long
-57.14582781811332,loss,53.84582781811262,87.12254940970621,8869,8869,short
85.62052170537454,win,54.95705915041623,88.92052170537347,8955,8962,long
-53.13807189815479,loss,49.83807189815495,80.63800033121471,9075,9079,long
-54.278680893470025,loss,50.97868089347042,82.48350568563514,9188,9196,long
73.4987616592518,win,47.46524206381391,76.79876165925091,9330,9337,long
-50.2988633403409,loss,46.99886334034069,76.04416088467123,9440,9453,short
-46.37663046449988,loss,43.0766304644988,69.69798809155907,9582,9582,long
-44.34497810828434,loss,41.04497810828377,66.41077457920315,9673,9674,short
53.90484286122883,win,35.35527988951113,57.20484286122901,9785,9790,long
-42.59081972459926,loss,39.290819724598585,63.57254631440052,9897,9905,short
-45.3627593715335,loss,42.06275937153407,68.05754466314212,10012,10020,long
-45.63327782503693,loss,42.33327782503746,68.49524352091062,10162,10165,long
-55.51284778950121,loss,52.212847789501,84.4803877234126,10276,10279,long
80.01264992115848,win,51.491130977230576,83.31264992115908,10398,10399,short
-53.328230330963194,loss,50.02823033096238,80.94567667549713,10539,10542,long
74.35106626146008,win,47.992006342065,77.65106626146117,10609,10628,short
-46.38143375526924,loss,43.08143375526839,69.70575981602425,10794,10795,short
64.30352740699091,win,41.78215538132932,67.60352740699084,10834,10838,short
57.55124014331541,win,37.60892468684547,60.85124014331596,10971,10976,long
63.123434269549946,win,41.052802391564285,66.42343426955101,11058,11063,long
-55.10081138328887,loss,51.80081138328815,83.81371281816024,11168,11178,short
65.3154645024476,win,42.407580038595434,68.61546450244741,11365,11366,long
59.53600916034175,win,38.83560516708396,62.83600916034186,11409,11422,short
63.525120753117065,win,41.30106350625227,66.82512075311618,11512,11514,short
-43.64883501171407,loss,40.34883501171305,65.28441504895171,11665,11665,long
-42.48936993857869,loss,39.189369938579674,63.40840056062192,11745,11752,long
66.90030392460513,win,43.3870852438843,70.2003039246048,11940,11945,long
-52.40711326464934,loss,49.10711326464872,79.45530926220162,12057,12060,long
73.20070461125324,win,47.28102880794358,76.50070461125271,12148,12148,long
-45.24628106544769,loss,41.94628106544667,67.86908276389272,12256,12267,long
