pnl_pip,outcome,sl_pip,tp_pip,entry_bar,exit_bar,direction,t_entry,t_exit,src_card
43.29982940643204,win,28.80088344031608,46.59982940643141,1,19,short,1294133400000000000,1294138800000000000,M30
52.14989287527415,win,34.27063836543555,55.44989287527473,1921,2041,long,1294709400000000000,1294745400000000000,M30
41.88168357610421,win,27.92440270463838,45.181683576104895,4015,4039,long,1295337600000000000,1295344800000000000,M30
-41.66579949267616,loss,38.36579949267575,62.07586357914936,8749,8989,long,1296757800000000000,1296829800000000000,M30
-31.937721490201785,loss,28.63772149020096,46.33583337114516,10075,10105,long,1297155600000000000,1297164600000000000,M30
35.15039150170351,win,23.764148023302216,38.45039150170299,12109,12109,long,1297765800000000000,1297765800000000000,M30
57.69044729470279,win,37.694961245180565,60.99044729470216,12115,12379,long,1297767600000000000,1297846800000000000,H1
-26.394611171791254,loss,23.09461117179185,37.367080875959225,14023,14029,long,1298340000000000000,1298341800000000000,M30
43.4352877637245,win,28.884603067814275,46.73528776372351,16159,16201,long,1298980800000000000,1298993400000000000,M30
-35.26567447090501,loss,31.965674470905277,51.72046129392474,18121,18157,short,1299569400000000000,1299580200000000000,M30
-39.51642161120462,loss,36.21642161120475,58.59817016692929,20107,20137,short,1300165200000000000,1300174200000000000,M30
-33.73972435099931,loss,30.439724351000383,49.25147399991862,22231,22237,short,1300802400000000000,1300804200000000000,M30
39.861256851667534,win,26.675684086320416,43.16125685166644,24787,24811,long,1301569200000000000,1301576400000000000,M30
43.87072942243704,win,29.15372646627702,47.170729422436224,26299,26299,long,1302022800000000000,1302022800000000000,M30
-33.7185652262754,loss,30.418565226274595,49.2172385361123,28141,28225,short,1302575400000000000,1302600600000000000,M30
48.1555101039332,win,31.80192219031772,51.45551010393408,30487,30541,long,1303279200000000000,1303295400000000000,M30
-35.26954486061031,loss,31.96954486061064,51.72672358446802,32179,32239,short,1303786800000000000,1303804800000000000,M30
-53.59211867624781,loss,50.2921186762477,81.37264801816879,34171,34183,short,1304384400000000000,1304388000000000000,M30
-53.714316865862926,loss,50.4143168658633,81.57036468896682,36295,36349,long,1305021600000000000,1305037800000000000,M30
-46.13695778849278,loss,42.8369577884933,69.31019770178217,38371,38383,short,1305644400000000000,1305648000000000000,M30
54.22400570749387,win,35.552537520083334,57.52400570749484,40321,40393,long,1306229400000000000,1306251000000000000,M30
-26.26533961884279,loss,22.96533961884357,37.1579195032889,42259,42271,long,1306810800000000000,1306814400000000000,M30
-33.99332968166691,loss,30.69332968166625,49.66180742493599,44449,44461,short,1307467800000000000,1307471400000000000,M30
-33.30115238561648,loss,30.00115238561648,48.54186455992746,47311,47341,long,1308326400000000000,1308335400000000000,M30
-29.200057899420973,loss,25.900057899420908,41.90629368126303,48565,48583,long,1308702600000000000,1308708000000000000,M30
-42.24618866633436,loss,38.94618866633406,63.01493326212852,48595,48703,long,1308711600000000000,1308744000000000000,H1
41.92981088584402,win,27.95414764267309,45.22981088584507,50677,50725,long,1309336200000000000,1309350600000000000,M30
-37.42590738020526,loss,34.12590738020443,55.215718141170775,56449,56461,long,1311067800000000000,1311071400000000000,M30
-34.137600385684706,loss,30.837600385685143,49.89523742403858,58729,58771,long,1311751800000000000,1311764400000000000,M30
52.53873854116064,win,34.51096325164419,55.8387385411603,60535,60535,long,1312293600000000000,1312293600000000000,M30
109.97280107264189,win,70.00791166417912,113.27280107264184,62389,62425,long,1312849800000000000,1312860600000000000,M30
133.4111021966707,win,84.49388269262765,136.71110219667156,64405,64591,long,1313454600000000000,1313510400000000000,M30
-84.13625258281245,loss,80.83625258281262,130.79305667899084,66421,66451,long,1314059400000000000,1314068400000000000,M30
-102.14453718265833,loss,98.84453718265776,159.93046116154025,68695,68737,long,1314741600000000000,1314754200000000000,M30
97.80485220978036,win,62.48754771927066,101.10485220977992,70519,70537,long,1315288800000000000,1315294200000000000,M30
135.4831303312646,win,85.77449340622097,138.78313033126554,73213,73213,short,1316097000000000000,1316097000000000000,M30
-133.42403920279895,loss,130.12403920279803,210.5406954301272,73219,73219,short,1316098800000000000,1316098800000000000,H1
122.11345257886406,win,77.5114045604844,125.41345257886375,75169,75199,short,1316683800000000000,1316692800000000000,M30
-145.86965321352938,loss,142.56965321352985,230.67769889949133,76627,76675,long,1317121200000000000,1317135600000000000,M30
-99.33975857086652,loss,96.03975857086614,155.39232936766143,78529,78535,long,1317691800000000000,1317693600000000000,M30
-78.09215196425002,loss,74.7921519642509,121.01370187815796,80533,80551,long,1318293000000000000,1318298400000000000,M30
81.46112924914333,win,52.38635923927207,84.76112924914221,82651,82675,short,1318928400000000000,1318935600000000000,M30
98.80484628800714,win,63.10559103090673,102.1048462880071,84757,84769,long,1319560200000000000,1319563800000000000,M30
103.52691150352868,win,66.02404913691574,106.82691150352969,86725,86743,short,1320150600000000000,1320156000000000000,M30
-58.84456167818898,loss,55.54456167818989,89.87110079531125,88825,88837,long,1320780600000000000,1320784200000000000,M30
-59.89080225011848,loss,56.59080225011762,91.56391804069033,90679,90781,short,1321336800000000000,1321367400000000000,M30
-53.90435538645606,loss,50.60435538645502,81.87784701528423,94945,95023,long,1322616600000000000,1322640000000000000,M30
-55.35829019771272,loss,52.058290197712886,84.23031353989946,96715,96763,short,1323147600000000000,1323162000000000000,M30
-59.7914069481506,loss,56.49140694815099,91.4030964421083,98707,98707,short,1323745200000000000,1323745200000000000,M30
90.47439845137588,win,57.95698297365601,93.77439845137542,100867,100987,long,1324393200000000000,1324429200000000000,M30
73.90167643301693,win,47.71426231954058,77.20167643301667,106867,106879,long,1326193200000000000,1326196800000000000,M30
58.80519003001992,win,38.38392461682354,62.105190030020495,108781,108793,long,1326767400000000000,1326771000000000000,M30
54.762017805809776,win,35.8850542681152,58.06201780581039,111187,111193,short,1327489200000000000,1327491000000000000,M30
62.05054588216554,win,40.38970697290808,65.35054588216528,112885,112963,long,1327998600000000000,1328022000000000000,M30
72.47022118735158,win,46.82955574001987,75.77022118735215,115009,115021,long,1328635800000000000,1328639400000000000,M30
-67.54622596237895,loss,64.24622596237855,103.9503936071285,115027,115255,long,1328641200000000000,1328709600000000000,H1
-47.06622442627422,loss,43.76622442627339,70.81375112171035,116869,116947,short,1329193800000000000,1329217200000000000,M30
-36.33236750994301,loss,33.03236750994248,53.44637063108694,118915,118963,long,1329807600000000000,1329822000000000000,M30
-37.15594806207791,loss,33.85594806207712,54.77892396444079,121015,121039,long,1330437600000000000,1330444800000000000,M30
70.52284319018027,win,45.62598466636612,73.82284319018038,122995,123001,short,1331031600000000000,1331033400000000000,M30
-42.752492308719226,loss,39.45249230871841,63.8341325555064,125047,125053,short,1331647200000000000,1331649000000000000,M30
62.221521396185565,win,40.4953778715608,65.52152139618538,127009,127051,short,1332235800000000000,1332248400000000000,M30
-40.67635739493953,loss,37.37635739493943,60.474946265012,129049,129073,long,1332847800000000000,1332855000000000000,M30
-61.47912064823758,loss,58.17912064823653,94.1338172088467,129103,129103,long,1332864000000000000,1332864000000000000,H1
58.02849108127175,win,37.9038881837273,61.328491081270776,131173,131173,short,1333485000000000000,1333485000000000000,M30
-58.78345410087222,loss,55.4834541008712,89.77222873520961,131179,131179,short,1333486800000000000,1333486800000000000,H1
-42.05875021708225,loss,38.75875021708119,62.71165785123736,132991,133063,long,1334030400000000000,1334052000000000000,M30
-40.58867589897163,loss,37.28867589897112,60.33307760453528,135151,135157,short,1334678400000000000,1334680200000000000,M30
46.33506451181957,win,30.676801305203732,49.63506451181965,137161,137167,long,1335281400000000000,1335283200000000000,M30
-33.32774851554477,loss,30.02774851554451,48.58489709815102,139015,139093,long,1335837600000000000,1335861000000000000,M30
44.41971704869657,win,29.493026606115865,47.719717048695465,141115,141127,short,1336467600000000000,1336471200000000000,M30
57.74030032386163,win,37.72577275887683,61.04030032386272,143065,143113,short,1337052600000000000,1337067000000000000,M30
61.20355938538678,win,39.866229533614224,64.50355938538782,145159,145171,short,1337680800000000000,1337684400000000000,M30
66.40682536390086,win,43.08209231390607,69.70682536390002,147271,147271,short,1338314400000000000,1338314400000000000,M30
-48.07349955975114,loss,44.77349955975094,72.44352228767703,149479,149593,long,1338976800000000000,1339011000000000000,M30
77.43331991312216,win,49.89698387708391,80.73331991312178,151291,151297,long,1339520400000000000,1339522200000000000,M30
-42.882160372362975,loss,39.582160372362,64.04393548248171,153217,153277,long,1340098200000000000,1340116200000000000,M30
-37.58218740683178,loss,34.28218740683137,55.46857922425316,155533,155545,short,1340793000000000000,1340796600000000000,M30
-57.14582781811332,loss,53.84582781811262,87.12254940970621,155587,155587,short,1340809200000000000,1340809200000000000,H1
58.01043882664926,win,37.89273104242845,61.31043882664924,157207,157243,long,1341295200000000000,1341306000000000000,M30
51.1978611419333,win,33.682238035804914,54.497861141932354,159295,159325,long,1341921600000000000,1341930600000000000,M30
-38.42272945212544,loss,35.12272945212629,56.82857625354036,161209,161245,long,1342495800000000000,1342506600000000000,M30
-36.02636314298779,loss,32.72636314298774,52.95125556535418,163369,163375,long,1343143800000000000,1343145600000000000,M30
73.4987616592518,win,47.46524206381391,76.79876165925091,163531,163615,long,1343192400000000000,1343217600000000000,H1
-36.42276855921254,loss,33.122768559211586,53.59263952880435,165433,165439,short,1343763000000000000,1343764800000000000,M30
-32.49015669853934,loss,29.19015669853834,47.22967353823503,167365,167395,long,1344342600000000000,1344351600000000000,M30
-46.37663046449988,loss,43.0766304644988,69.69798809155907,167731,167731,long,1344452400000000000,1344452400000000000,H1
-32.04670023962153,loss,28.74670023962178,46.51216098770804,169411,169417,short,1344956400000000000,1344958200000000000,M30
34.43739363695313,win,23.323481852258485,37.73739363695423,171349,171415,long,1345537800000000000,1345557600000000000,M30
-31.83745989695426,loss,28.5374598969551,46.17361011327335,173299,173377,short,1346122800000000000,1346146200000000000,M30
-33.44384313519258,loss,30.14384313519252,48.7727381927415,175315,175405,long,1346727600000000000,1346754600000000000,M30
-31.84978910358568,loss,28.54978910358483,46.19355876960025,177709,177757,long,1347445800000000000,1347460200000000000,M30
-41.28940552830345,loss,37.989405528302726,61.46685814479381,179695,179725,long,1348041600000000000,1348050600000000000,M30
-37.466948404781576,loss,34.16694840478195,55.2821225189372,181525,181525,long,1348590600000000000,1348590600000000000,M30
80.01264992115848,win,51.491130977230576,83.31264992115908,181795,181807,short,1348671600000000000,1348675200000000000,H1
-35.64489662890155,loss,32.344896628902255,52.334042745563856,184093,184093,long,1349361000000000000,1349361000000000000,M30
-53.3282303309632,loss,50.02823033096238,80.94567667549713,184123,184159,long,1349370000000000000,1349380800000000000,H1
-36.1668911616819,loss,32.86689116168102,53.17862989959989,185569,185575,short,1349803800000000000,1349805600000000000,M30
43.75217779156783,win,29.080455989843465,47.05217779156673,188449,188449,short,1350667800000000000,1350667800000000000,M30
-46.38143375526924,loss,43.08143375526839,69.70575981602425,188455,188467,short,1350669600000000000,1350673200000000000,H1
-32.822171544838326,loss,29.522171544837573,47.76687355954719,189409,189421,long,1350955800000000000,1350959400000000000,M30
64.30352740699091,win,41.78215538132932,67.60352740699084,189535,189583,short,1350993600000000000,1351008000000000000,H1
-30.89147351884849,loss,27.59147351884866,44.64300415349713,191413,191413,short,1351557000000000000,1351557000000000000,M30
57.55124014331541,win,37.60892468684547,60.85124014331596,191827,191887,long,1351681200000000000,1351699200000000000,H1
44.71383742397775,win,29.67480681333558,48.01383742397697,193507,193555,long,1352185200000000000,1352199600000000000,M30
-40.87603815350421,loss,37.57603815350333,60.7980297323684,195463,195565,short,1352772000000000000,1352802600000000000,M30
44.63887842149161,win,29.628478628858108,47.938878421492426,198517,198541,long,1353688200000000000,1353695400000000000,M30
41.93149723550887,win,27.955189885975223,45.23149723550792,199669,199831,short,1354033800000000000,1354082400000000000,M30
43.88862457299793,win,29.16478650988679,47.18862457299683,201535,201565,short,1354593600000000000,1354602600000000000,M30
-30.41319585423098,loss,27.113195854232107,43.86915089214755,204019,204019,long,1355338800000000000,1355338800000000000,M30
-29.972891245518717,loss,26.67289124551857,43.15673803524904,205573,205663,long,1355805000000000000,1355832000000000000,M30
-35.428083171473915,loss,32.12808317147481,51.98323857144626,208009,208015,long,1356535800000000000,1356537600000000000,M30
45.29828367903902,win,30.03602205132233,48.59828367903953,209929,210001,long,1357111800000000000,1357133400000000000,M30
-36.84564425119861,loss,33.545644251198475,54.27685239843914,211969,212005,long,1357723800000000000,1357734600000000000,M30
49.68900523318935,win,32.749694210871624,52.98900523319029,213685,213691,long,1358238600000000000,1358240400000000000,M30
-30.906033040144667,loss,27.606033040143537,44.66656145895225,215641,215761,long,1358825400000000000,1358861400000000000,M30
-30.725390725140915,loss,27.425390725140023,44.37428219327656,217711,217813,long,1359446400000000000,1359477000000000000,M30
-33.245321333798344,loss,29.9453213337984,48.45152991808581,219763,219793,long,1360062000000000000,1360071000000000000,M30
-33.313789808974704,loss,30.013789808973865,48.56231191091972,221761,221791,short,1360661400000000000,1360670400000000000,M30
-33.39322497472794,loss,30.09322497472728,48.69083800910874,223861,223861,short,1361291400000000000,1361291400000000000,M30
66.78792239395689,win,43.317628179207446,70.08792239395764,223867,224083,short,1361293200000000000,1361358000000000000,H1
-38.95451824531919,loss,35.65451824531896,57.68901052092608,225709,225739,long,1361845800000000000,1361854800000000000,M30
-34.57629472537592,loss,31.27629472537525,50.60504486565716,228361,228373,long,1362641400000000000,1362645000000000000,M30
-48.88801424320336,loss,45.58801424320402,73.76140704550411,228739,228739,short,1362754800000000000,1362754800000000000,H1
39.225655571380415,win,26.28285263991437,42.525655571381456,229759,229855,long,1363060800000000000,1363089600000000000,M30
-31.509431366549325,loss,28.209431366550145,45.64285995107814,231931,231955,long,1363712400000000000,1363719600000000000,M30
-25.59517524836183,loss,22.295175248361343,36.07359355184865,235783,235861,long,1364868000000000000,1364891400000000000,M30
-34.4212477080835,loss,31.121247708084383,50.35417879168053,237973,238177,long,1365525000000000000,1365586200000000000,M30
-108.13606989691225,loss,104.83606989691236,169.6247610932042,239821,239833,short,1366079400000000000,1366083000000000000,M30
86.65753349219285,win,55.597981144742455,89.95753349219329,242443,242551,long,1366866000000000000,1366898400000000000,M30
73.4954789498549,win,47.4632131952133,76.79547894985512,244291,244291,short,1367420400000000000,1367420400000000000,M30
-45.77746864838973,loss,42.47746864839077,68.72854427309626,245881,245887,short,1367897400000000000,1367899200000000000,M30
-48.11428911021567,loss,44.81428911021508,72.509519780328,248035,248035,short,1368543600000000000,1368543600000000000,M30
64.78136798509168,win,42.07748330351802,68.08136798509217,252013,252055,short,1369737000000000000,1369749600000000000,M30
-34.17758057779865,loss,30.877580577798643,49.9599253748782,258037,258037,short,1371544200000000000,1371544200000000000,M30
78.6423268837113,win,50.64420697386345,81.94232688371106,258043,258115,short,1371546000000000000,1371567600000000000,H1
-55.85692622257129,loss,52.55692622257187,85.03710662812128,260149,260161,short,1372177800000000000,1372181400000000000,M30
110.78031017945403,win,70.50699022215883,114.080310179453,260191,260275,short,1372190400000000000,1372215600000000000,H1
-59.65259472532425,loss,56.35259472532344,91.17849826557334,262081,262105,long,1372757400000000000,1372764600000000000,M30
66.06809692542284,win,42.87274222832048,69.36809692542255,264019,264025,long,1373338800000000000,1373340600000000000,M30
-40.546508864245695,loss,37.24650886424645,60.264851342350745,266485,266485,long,1374078600000000000,1374078600000000000,M30
-65.87704923007622,loss,62.57704923007525,101.24966565426176,266503,266515,short,1374084000000000000,1374087600000000000,H1
54.71974339928393,win,35.85892669918594,58.01974339928286,268261,268303,long,1374611400000000000,1374624000000000000,M30
-38.897996927169785,loss,35.597996927168765,57.59755902815906,270145,270187,short,1375176600000000000,1375189200000000000,M30
-44.07058578290916,loss,40.77058578290995,65.9668077967483,272107,272185,short,1375765200000000000,1375788600000000000,M30
70.09933963089607,win,45.36423957410078,73.39933963089507,274867,274867,long,1376593200000000000,1376593200000000000,M30
64.26725249715828,win,41.75973578316376,67.56725249715896,276157,276169,short,1376980200000000000,1376983800000000000,M30
62.089424672016506,win,40.4137358912335,65.3894246720158,278221,278263,long,1377599400000000000,1377612000000000000,M30
-43.64429041460498,loss,40.34429041460557,65.27706189083183,280297,280303,long,1378222200000000000,1378224000000000000,M30
